Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
CASCAVEL,Cascavel,LITORAL DE FORTALEZA,1171.1,1256.7,7.3
SANTA CRUZ,Itapajé,LITORAL DE PECEM,1150.4,1252.4,8.9
RIACHO VERDE,Várzea Alegre,CARIRI,856.2,1248,45.8
RIACHO VERMELHO,Iguatu,SERTAO CENTRAL E INHAMUNS,749.4,1239,65.3
GUARACIABA DO NORTE,Guaraciaba do Norte,IBIAPABA,1247,1225,-1.8
ACUDE MUNDAU,Uruburetama,LITORAL DE PECEM,0,1222.8,0
QUIXELO,Quixelô,SERTAO CENTRAL E INHAMUNS,755.7,1215,60.8
PRAIA DA BALEIA,Itapipoca,LITORAL DE PECEM,1127.3,1208.8,7.2
SITIO PITOMBEIRAS DE CRUZ,Cruz,LITORAL NORTE,0,1197.2,0
ACUDE ACARAPE DO MEIO,Redenção,MACICO DE BATURITE,0,1195.4,0
PESSOA ANTA,Granja,LITORAL NORTE,1082,1188,9.8
PIRES FERREIRA,Pires Ferreira,IBIAPABA,814.6,1184.6,45.4
CARIUTABA,Farias Brito,CARIRI,774.9,1184.4,52.8
GUANACES,Cascavel,LITORAL DE FORTALEZA,927.1,1179,27.2
CANINDEZINHO,Várzea Alegre,CARIRI,0,1176.8,0
ARATUBA,Aratuba,MACICO DE BATURITE,1141.9,1173,2.7
JAMACARU,Missão Velha,CARIRI,1037.5,1160.6,11.9
CARACARA,Sobral,LITORAL NORTE,459.7,1160,152.3
HORIZONTE,Horizonte,LITORAL DE FORTALEZA,961.4,1159.2,20.6
ANGICO,Cariús,CARIRI,767.3,1158,50.9
URUBURETAMA,Uruburetama,LITORAL DE PECEM,1049,1157.8,10.4
TANQUES,Maranguape,LITORAL DE FORTALEZA,896.7,1155,28.8
AURORA,Aurora,CARIRI,933.2,1153.8,23.6
CRATO,Crato,CARIRI,1121.6,1144.9,2.1
FAZENDA LAGES,Trairi,LITORAL DE PECEM,1431.3,1144,-20.1
CAMARAO,Aratuba,MACICO DE BATURITE,0,1135.4,0
NOVO GRANGEIRO,Granjeiro,CARIRI,0,1135.3,0
VERA CRUZ,Tauá,SERTAO CENTRAL E INHAMUNS,508.8,1128.1,121.7
SÍTIO SANTA ISABEL,Baturité,MACICO DE BATURITE,0,1126,0
ITAPEBUSSU,Maranguape,LITORAL DE FORTALEZA,666,1118.8,68
AGROVILA,Aurora,CARIRI,0,1116.8,0
BARBALHA,Barbalha,CARIRI,1055,1114.8,5.7
BAU,Iguatu,SERTAO CENTRAL E INHAMUNS,825,1114.5,35.1
VARZEA ALEGRE,Várzea Alegre,CARIRI,992.1,1106.5,11.5
CAIXA,Acopiara,SERTAO CENTRAL E INHAMUNS,722.3,1106,53.1
AC. AMANARY,Maranguape,LITORAL DE FORTALEZA,48.7,1104.5,2168
COMUNIDADE TERRA VERMELHA,Aurora,CARIRI,0,1101.3,0
VILA FEITOSA,Caririaçu,CARIRI,817.7,1101,34.7
AÇUDE ARREBITA,Forquilha,IBIAPABA,0,1092,0
REDENCAO,Redenção,MACICO DE BATURITE,1139.7,1089.7,-4.4
TIAIA DE BAIXO,Granja,LITORAL NORTE,879.2,1089,23.9
PACUJA,Pacujá,IBIAPABA,974.8,1088,11.6
SITIO PITUBA,Ibiapina,IBIAPABA,0,1087,0
TURURU,Tururu,LITORAL DE PECEM,866.8,1083,24.9
AMERICA,Ipueiras,IBIAPABA,877.9,1082.8,23.3
SAO GONCALO DO AMARANTE,São Gonçalo do Amarante,LITORAL DE PECEM,970,1081,11.5
CAPISTRANO,Capistrano,MACICO DE BATURITE,835.5,1075.4,28.7
IPU,Ipu,IBIAPABA,1002,1072.9,7.1
JUCAS,Jucás,CARIRI,911.5,1070.2,17.4
JIJOCA DE JERICOACOARA,Jijoca de Jericoacoara,LITORAL NORTE,631.3,1070,69.5
CRUZ,Cruz,LITORAL NORTE,869.7,1066,22.6
DOM QUINTINO,Crato,CARIRI,734.5,1065.6,45.1
CARIRIACU,Caririaçu,CARIRI,1048.9,1058,0.9
SITIO SAO JOAO,Ipu,IBIAPABA,0,1055.9,0
MULUNGU,Mulungu,MACICO DE BATURITE,1124.1,1051.6,-6.5
SITIO TAUÃ DE BAIXO,Ibiapina,IBIAPABA,0,1050.4,0
JUCA,Cariré,IBIAPABA,0,1046.9,0
ARACATIARA,Amontada,LITORAL NORTE,621.6,1046.3,68.3
ITAPIPOCA,Itapipoca,LITORAL DE PECEM,1052.2,1045.4,-0.6
ARARENDA,Ararendá,IBIAPABA,637.5,1044.2,63.8
VARZEA DA CONCEICAO,Cedro,CARIRI,833,1042,25.1
ABAIARA,Abaiara,CARIRI,925.9,1040,12.3
SALAO,Senador Sá,LITORAL NORTE,881.6,1037.9,17.7
MISSAO VELHA,Missão Velha,CARIRI,995.7,1035.1,4
BAIXIO DE DONANA,Jucás,CARIRI,708.8,1033.4,45.8
ACOPIARA,Acopiara,SERTAO CENTRAL E INHAMUNS,744,1030,38.4
GUARIBAS,Acopiara,SERTAO CENTRAL E INHAMUNS,565.7,1017,79.8
PENAFORTE,Penaforte,CARIRI,579,1016.5,75.6
ITAIPABA,Pacajus,LITORAL DE FORTALEZA,872.2,1010,15.8
MANHOSO,Viçosa do Ceará,IBIAPABA,1105.7,1008,-8.8
VICOSA DO CEARA,Viçosa do Ceará,IBIAPABA,1472.8,1007.1,-31.6
SAO ROMAO,Altaneira,CARIRI,0,1007,0
GAMELEIRO DE S. SEBASTIAO,Missão Velha,CARIRI,880,1004.8,14.2
CARIRE,Cariré,IBIAPABA,868.1,1003,15.5
APUIARES,Apuiarés,LITORAL DE PECEM,794,999.2,25.8
BOQUEIRAO,Sobral,LITORAL NORTE,798.9,998.6,25
LAGOA DO CARNEIRO,Acaraú,LITORAL NORTE,849.5,990.5,16.6
FRECHEIRINHA,Frecheirinha,IBIAPABA,871.3,988.5,13.5
SERRA BREJINHO,Jardim,CARIRI,0,987,0
FARIAS BRITO,Farias Brito,CARIRI,996.4,986.6,-1
FORTIM,Fortim,JAGUARIBANA,887.8,986,11.1
ACUDE DO GOVERNO,Iguatu,SERTAO CENTRAL E INHAMUNS,526.3,983,86.8
TUCUNS,Crateús,SERTAO CENTRAL E INHAMUNS,644.5,983,52.5
MUCAMBO,Mucambo,IBIAPABA,1005.9,981,-2.5
ALCANTARAS,Alcântaras,LITORAL NORTE,623.5,980.8,57.3
URUOCA,Uruoca,LITORAL NORTE,885.8,978.9,10.5
ACUDE SAO VICENTE,Santana do Acaraú,LITORAL NORTE,0,977.9,0
CASCUDO,Icó,JAGUARIBANA,681.6,977,43.3
ACARAPE,Acarape,MACICO DE BATURITE,999.5,977,-2.3
CHAVAL,Chaval,LITORAL NORTE,876.8,975.9,11.3
BEBERIBE,Beberibe,LITORAL DE FORTALEZA,1205.4,973,-19.3
BREJINHO,Araripe,SERTAO CENTRAL E INHAMUNS,631.2,972.9,54.1
SANTA FE,Crato,CARIRI,238.3,968,306.2
BARRO ALTO,Iguatu,SERTAO CENTRAL E INHAMUNS,586.6,963.6,64.3
SENADOR SA,Senador Sá,LITORAL NORTE,877.6,963,9.7
ASSARE,Assaré,SERTAO CENTRAL E INHAMUNS,688.2,960.1,39.5
PRATA,Bela Cruz,LITORAL NORTE,944.4,955.4,1.2
SITIO MACAPA,Jati,CARIRI,0,954.8,0
SITIO TIPI,Aurora,CARIRI,676.2,954.4,41.1
SERRA BOCA DA MATA L,Jardim,CARIRI,0,953,0
PARACUA,Uruoca,LITORAL NORTE,961.8,952.3,-1
VILA SAO GONCALO-MARROCOS,Juazeiro do Norte,CARIRI,657.7,950.1,44.5
TIANGUA,Tianguá,IBIAPABA,1253.5,950.1,-24.2
SITIO QUENQUELERE,Potengi,SERTAO CENTRAL E INHAMUNS,0,950,0
TIMONHA,Granja,LITORAL NORTE,1303.7,947,-27.4
PANACUI,Marco,LITORAL NORTE,742.2,946.6,27.6
CAGADO,São Gonçalo do Amarante,LITORAL DE PECEM,0,945,0
SITIO CHAPADINHA,São Benedito,IBIAPABA,0,943.6,0
CANINDEZINHO,Nova Russas,IBIAPABA,448.4,943.4,110.4
SANTANA DO CARIRI,Santana do Cariri,CARIRI,898.8,943.3,5
TRUSSU,Acopiara,SERTAO CENTRAL E INHAMUNS,686.1,942.4,37.4
MANGABEIRA,Lavras da Mangabeira,CARIRI,791.2,941.2,19
ADRIANOPOLIS,Granja,LITORAL NORTE,1296.1,941,-27.4
IBICUA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,726.7,941,29.5
QUITAIUS,Lavras da Mangabeira,CARIRI,941.3,940.6,-0.1
POTENGI,Potengi,SERTAO CENTRAL E INHAMUNS,682.9,938.2,37.4
FLORES,Ipu,IBIAPABA,690.5,936.5,35.6
BETANIA,Hidrolândia,IBIAPABA,672,932.8,38.8
INGAZEIRA,Aurora,CARIRI,821.6,932.4,13.5
SITIO BONSUCESSO,Jardim,CARIRI,0,931.5,0
SERRAGEM,Ocara,MACICO DE BATURITE,639.9,931,45.5
SANTA VITORIA - LAGES,Aurora,CARIRI,0,928,0
MASSAPE,Massapê,LITORAL NORTE,949.7,928,-2.3
CRUZ,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,435.4,925,112.5
MARCO,Marco,LITORAL NORTE,863.1,924.6,7.1
SERRA BRAVA,Milagres,CARIRI,0,919.7,0
CHOROZINHO,Chorozinho,LITORAL DE FORTALEZA,833.7,917,10
NOVO ORIENTE,Novo Oriente,SERTAO CENTRAL E INHAMUNS,718.5,913.5,27.1
ITAPIUNA,Itapiúna,MACICO DE BATURITE,747.3,913,22.2
AÇUDE VÁRZEA DA VOLTA,Moraújo,LITORAL NORTE,0,909,0
AÇUDE GANGORRA,Granja,LITORAL NORTE,0,908.5,0
JERICOACOARA,Jijoca de Jericoacoara,LITORAL NORTE,507,908.3,79.2
MIRAIMA,Miraíma,LITORAL NORTE,678.3,907.7,33.8
ALTANEIRA,Altaneira,CARIRI,821.3,903.5,10
BATATAS,Tururu,LITORAL DE PECEM,0,898.9,0
CASA DE PEDRA,Pentecoste,LITORAL DE PECEM,760.7,897,17.9
EMAUS,Novo Oriente,SERTAO CENTRAL E INHAMUNS,450.4,897,99.2
GROAIRAS,Groaíras,IBIAPABA,777.6,893.9,15
ARACOIABA,Aracoiaba,MACICO DE BATURITE,924.3,893.8,-3.3
NOVA OLINDA,Nova Olinda,CARIRI,885.3,890.5,0.6
AC.SANTO ANTONIO BASTIOES,Iracema,JAGUARIBANA,0,890,0
AC. SOBRAL,Sobral,LITORAL NORTE,11.7,887.4,7506.3
MARTINOPOLE,Martinópole,LITORAL NORTE,1010.7,887,-12.2
SITIO SACO,Porteiras,CARIRI,0,883.5,0
SANTO ANTONIO,Ipaumirim,CARIRI,0,882.8,0
FIGUEIREDO,Catarina,SERTAO CENTRAL E INHAMUNS,0,882.5,0
MILAGRES,Milagres,CARIRI,906.3,880.5,-2.9
ITAPAJE,Itapajé,LITORAL DE PECEM,856.4,878.6,2.6
GRANJA,Granja,LITORAL NORTE,1099.4,878.5,-20.1
FORQUILHA,Forquilha,IBIAPABA,725.6,878,21
CAMILOS,Meruoca,LITORAL NORTE,970.8,875.4,-9.8
SANTA QUITERIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,754.7,873.2,15.7
IPAPORANGA,Ipaporanga,IBIAPABA,678.9,872.4,28.5
IBOREPI,Lavras da Mangabeira,CARIRI,1026,871,-15.1
JUAZEIRO DO NORTE,Juazeiro do Norte,CARIRI,971.6,871,-10.4
OCARA,Ocara,MACICO DE BATURITE,656.7,867.4,32.1
VILA ALECRIM,Potengi,SERTAO CENTRAL E INHAMUNS,0,863.5,0
ACUDE ANGICOS,Frecheirinha,IBIAPABA,0,861,0
TEJUCUOCA,Tejuçuoca,LITORAL DE PECEM,587.3,855,45.6
TABULEIRO DO NORTE,Tabuleiro do Norte,JAGUARIBANA,713.6,853.8,19.7
EMATERCE,Cedro,CARIRI,0,850,0
SAO LUIS DO CURU,São Luís do Curu,LITORAL DE PECEM,812.5,850,4.6
ARATAMA,Assaré,SERTAO CENTRAL E INHAMUNS,658.1,849,29
GENERAL SAMPAIO,General Sampaio,LITORAL DE PECEM,815.9,848,3.9
PENTECOSTE,Pentecoste,LITORAL DE PECEM,746.2,847.9,13.6
COMUNIDADE GROSSAS,Pereiro,JAGUARIBANA,896.6,847.6,-5.5
FECHADO,Catarina,SERTAO CENTRAL E INHAMUNS,0,847,0
CAPIM 1,Groaíras,IBIAPABA,0,845.4,0
CARVOEIRO,Itarema,LITORAL NORTE,748.5,845,12.9
COREAU,Coreaú,IBIAPABA,1053.3,844.6,-19.8
SABOEIRO,Saboeiro,SERTAO CENTRAL E INHAMUNS,613.7,844.5,37.6
NOVA CONQUISTA,Amontada,LITORAL NORTE,0,842,0
ERERE,Ererê,JAGUARIBANA,808.8,835,3.2
BREJINHO,Barro,CARIRI,839.1,834.1,-0.6
CATUNDA,Catunda,SERTAO CENTRAL E INHAMUNS,682.7,833.7,22.1
DIPAN-ESCRITORIO DO DNOCS,Varjota,IBIAPABA,0,831,0
ACUDE FARIAS DE SOUSA,Nova Russas,IBIAPABA,0,830.8,0
MATRIZ,Ipueiras,IBIAPABA,1034.4,828.6,-19.9
MACARAU,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,828,0
AÇUDE MARTINÓPOLE,Martinópole,LITORAL NORTE,0,826.2,0
NOVA BETANIA,Nova Russas,IBIAPABA,760.2,822,8.1
MONTE NEBO,Crateús,SERTAO CENTRAL E INHAMUNS,768.8,821,6.8
MARRUAS,Tauá,SERTAO CENTRAL E INHAMUNS,252.2,819.8,225.1
AMANAIARA,Reriutaba,IBIAPABA,778.2,819,5.2
FAZENDA BOA VISTA,Itapiúna,MACICO DE BATURITE,0,818.5,0
BASTIOES,Iracema,JAGUARIBANA,1025.6,816.9,-20.4
SINHA SABOIA,Sobral,LITORAL NORTE,758.2,816.2,7.7
JATI,Jati,CARIRI,722.3,816,13
FAZENDA MUTAMBA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,561.2,816,45.4
LISIEUX,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,813.9,0
ARACATI,Aracati,JAGUARIBANA,904.5,811.3,-10.3
CANAUNA,Ipaumirim,CARIRI,847.9,809,-4.6
RERIUTABA,Reriutaba,IBIAPABA,884.8,807,-8.8
MISSI,Irauçuba,LITORAL DE PECEM,582.4,806,38.4
MINEIROLANDIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,744.9,802,7.7
MOMBACA,Mombaça,SERTAO CENTRAL E INHAMUNS,766.1,802,4.7
JUA,Irauçuba,LITORAL DE PECEM,463.7,801.8,72.9
JACUIPE NASCENTE,Amontada,LITORAL NORTE,0,801.7,0
MAURITI,Mauriti,CARIRI,755.7,801.2,6
PALMATORIA,Itapiúna,MACICO DE BATURITE,728,799.3,9.8
AÇUDE DIAMANTE,Coreaú,IBIAPABA,0,799.2,0
UBAUNA,Coreaú,IBIAPABA,598.2,792.6,32.5
JAGUARIBARA,Jaguaribara,JAGUARIBANA,723.8,792,9.4
FAZENDA MALAQUIAS,Tejuçuoca,LITORAL DE PECEM,517.6,791.8,53
DEP. IRAPUAN PINHEIRO,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,790.5,790.1,-0.1
ICO,Icó,JAGUARIBANA,767.7,789.7,2.9
NOVA FLORESTA,Jaguaribe,JAGUARIBANA,597.1,786.4,31.7
PORTEIRAS,Porteiras,CARIRI,816.6,785.6,-3.8
BATURITE,Baturité,MACICO DE BATURITE,1053.4,782.3,-25.7
ACUDE JATOBA II,Ipueiras,IBIAPABA,0,780,0
BARREIRA,Barreira,MACICO DE BATURITE,832,779.4,-6.3
FAZENDA MORADA NOVA,General Sampaio,LITORAL DE PECEM,654.1,776.4,18.7
TRES BODEGAS,Icó,JAGUARIBANA,605,776,28.3
MILHA,Milhã,SERTAO CENTRAL E INHAMUNS,725.8,775,6.8
IBARETAMA,Ibaretama,SERTAO CENTRAL E INHAMUNS,728.4,774.2,6.3
FAZENDA CORISCO,Tauá,SERTAO CENTRAL E INHAMUNS,0,773.5,0
MORRINHOS,Morrinhos,LITORAL NORTE,842.2,773,-8.2
UMIRIM,Umirim,LITORAL DE PECEM,830.9,770.3,-7.3
PORANGA,Poranga,IBIAPABA,582.4,768,31.9
BELA CRUZ,Bela Cruz,LITORAL NORTE,841.9,767,-8.9
PARAMOTI,Paramoti,LITORAL DE PECEM,688.6,766.8,11.4
PARAISO,Catunda,SERTAO CENTRAL E INHAMUNS,516.3,766,48.4
ARUARU,Morada Nova,JAGUARIBANA,521.8,765.2,46.6
PEREIRO,Pereiro,JAGUARIBANA,979.8,761,-22.3
SANTANA DO ACARAU,Santana do Acaraú,LITORAL NORTE,831.1,759.2,-8.7
DOM LEME,Santana do Cariri,CARIRI,0,758.4,0
SITIO CATOLÉ DA PISTA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,757.5,0
ACUDE CIPOADA,Morada Nova,JAGUARIBANA,0,756.8,0
SITIO TIMBAUBA MACORE,Russas,JAGUARIBANA,716.3,756.7,5.6
SEBASTIAO DE ABREU,Pentecoste,LITORAL DE PECEM,626.1,756.2,20.8
JARDIM MIRIM,Jardim,CARIRI,647,754.8,16.7
IPUEIRAS,Ipueiras,IBIAPABA,933.1,753.9,-19.2
TAPERUABA,Sobral,LITORAL NORTE,463.1,753.3,62.7
BREJO SANTO,Brejo Santo,CARIRI,920.7,751.2,-18.4
PACAJUS,Pacajus,LITORAL DE FORTALEZA,918.4,749.5,-18.4
JUREMA,General Sampaio,LITORAL DE PECEM,356,747,109.9
GAMELEIRA,Massapê,LITORAL NORTE,0,744.4,0
RINARÉ,Banabuiú,JAGUARIBANA,354.8,744,109.7
SANTA TEREZA,Tauá,SERTAO CENTRAL E INHAMUNS,516.6,744,44
NOVA RUSSAS,Nova Russas,IBIAPABA,779.7,742.4,-4.8
OROS,Orós,JAGUARIBANA,808.4,742,-8.2
AC. CEDRO,Quixadá,SERTAO CENTRAL E INHAMUNS,282.8,741.1,162.1
IBIAPABA,Crateús,SERTAO CENTRAL E INHAMUNS,639.9,741,15.8
IRAPUA,Crateús,SERTAO CENTRAL E INHAMUNS,446.3,738.2,65.4
IPAUMIRIM,Ipaumirim,CARIRI,908.4,737.4,-18.8
CARIDADE,Caridade,SERTAO CENTRAL E INHAMUNS,590.5,737.2,24.9
CAPITAO MOR,Pedra Branca,SERTAO CENTRAL E INHAMUNS,0,734.8,0
BONFIM,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,623.8,733,17.5
EBRON,Acopiara,SERTAO CENTRAL E INHAMUNS,534.2,733,37.2
BANABUIU,Banabuiú,JAGUARIBANA,673.8,732.6,8.7
FEITICEIRO,Jaguaribe,JAGUARIBANA,537.5,731.5,36.1
BOA VISTA,Mombaça,SERTAO CENTRAL E INHAMUNS,523.6,728.6,39.2
QUIXADA,Quixadá,SERTAO CENTRAL E INHAMUNS,706.4,727,2.9
ICOZINHO,Icó,JAGUARIBANA,498.4,726.2,45.7
CURUPIRA,Ocara,MACICO DE BATURITE,689.5,724,5
SANTO ANTONIO,Ararendá,IBIAPABA,318.4,720.8,126.4
IAPI,Independência,SERTAO CENTRAL E INHAMUNS,400.6,720,79.7
FLAMENGO,Saboeiro,SERTAO CENTRAL E INHAMUNS,741.9,715.5,-3.6
SITIO URUBU,Coreaú,IBIAPABA,839,715,-14.8
PARAZINHO,Granja,LITORAL NORTE,1031.5,714,-30.8
IRAUCUBA,Irauçuba,LITORAL DE PECEM,456.7,712.6,56
LIMOEIRO,Guaraciaba do Norte,IBIAPABA,637.6,711.6,11.6
MONTE ALEGRE,Barro,CARIRI,782.3,710.8,-9.1
SERRA DA GUIA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,520.3,708.9,36.2
CAPIM GROSSO,Russas,JAGUARIBANA,692.6,708,2.2
BARRA DE SITIA,Banabuiú,JAGUARIBANA,633.6,705.9,11.4
BETANIA,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,581.2,705.5,21.4
AC. PEDRAS BRANCAS,Quixadá,SERTAO CENTRAL E INHAMUNS,274.5,704.7,156.8
BARRO,Barro,CARIRI,823.1,704,-14.5
CRATEUS,Crateús,SERTAO CENTRAL E INHAMUNS,704.1,702.5,-0.2
ALTO SANTO,Alto Santo,JAGUARIBANA,733.3,702,-4.3
ASSENTAMENTO NOVO CANAA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,700.9,0
LOGRADOURO,Alto Santo,JAGUARIBANA,595.6,699,17.4
SÃO PEDRO DO GAVIÃO,Tururu,LITORAL DE PECEM,0,698.1,0
BAIXIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,433.3,696,60.6
EMA,Iracema,JAGUARIBANA,646.5,695.5,7.6
SAO BERNARDO,Canindé,SERTAO CENTRAL E INHAMUNS,0,695.5,0
ARNEIROZ,Arneiroz,SERTAO CENTRAL E INHAMUNS,631.7,695.3,10.1
SITIO SEVERO,Jaguaribe,JAGUARIBANA,488.8,694.7,42.1
ARROJADO,Lavras da Mangabeira,CARIRI,336.5,694,106.3
GUASSUSSE,Orós,JAGUARIBANA,0,691,0
TAMBORIL,Tamboril,SERTAO CENTRAL E INHAMUNS,652.5,689.8,5.7
RIACHO VERDE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,688,0
NENELANDIA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,687.5,0
MORADA NOVA,Morada Nova,JAGUARIBANA,704.4,687,-2.5
AIUABA,Aiuaba,SERTAO CENTRAL E INHAMUNS,572.7,687,20
VILA ESCONDIDO,Potengi,SERTAO CENTRAL E INHAMUNS,0,686.8,0
INDEPENDENCIA,Independência,SERTAO CENTRAL E INHAMUNS,579.4,686.7,18.5
SITIO SACO,Milagres,CARIRI,0,684.5,0
CRISTAIS,Cascavel,LITORAL DE FORTALEZA,721.8,682.3,-5.5
RUSSAS,Russas,JAGUARIBANA,731.8,681.3,-6.9
SANTA CRUZ,Amontada,LITORAL NORTE,0,681.1,0
ESTACAO ECOLOGICA,Aiuaba,SERTAO CENTRAL E INHAMUNS,481.8,678.4,40.8
COMUNIDADE VALDIVINO,Milagres,CARIRI,0,676,0
HIDROLANDIA,Hidrolândia,IBIAPABA,815.8,675.6,-17.2
PEDRA BRANCA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,813.7,668.3,-17.9
AMANIUTUBA,Lavras da Mangabeira,CARIRI,639.6,667,4.3
PIQUET CARNEIRO,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,730.9,667,-8.7
BORGES,Jaguaruana,JAGUARIBANA,478.7,665,38.9
FURNAS,Aracoiaba,MACICO DE BATURITE,978.7,664.5,-32.1
ACUDE TRAPIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,734.8,664,-9.6
