Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
BELEM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,613.6,878,43.1
NOVA CONQUISTA,Amontada,LITORAL NORTE,0,873,0
ACUDE TRAPIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,734.8,872,18.7
AC. JOAQUIM TAVORA,Jaguaribe,JAGUARIBANA,45.5,869.9,1810.5
FAZENDA IEMEM,Mombaça,SERTAO CENTRAL E INHAMUNS,0,869.1,0
RIACHO VERMELHO,Iguatu,SERTAO CENTRAL E INHAMUNS,749.4,868,15.8
CARNAUBINHA,Milhã,SERTAO CENTRAL E INHAMUNS,0,867,0
PALHANO,Palhano,JAGUARIBANA,718.3,865.2,20.5
BETANIA,Hidrolândia,IBIAPABA,672,864.5,28.7
IBIAPABA,Crateús,SERTAO CENTRAL E INHAMUNS,639.9,864,35
BAIXIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,433.3,863.8,99.4
URUQUE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,895.1,863.7,-3.5
IAPI,Independência,SERTAO CENTRAL E INHAMUNS,400.6,861,114.9
BOA VISTA,Mombaça,SERTAO CENTRAL E INHAMUNS,523.6,860.3,64.3
SABOEIRO,Saboeiro,SERTAO CENTRAL E INHAMUNS,613.7,859.4,40
SOLONOPOLE,Solonópole,SERTAO CENTRAL E INHAMUNS,753.1,858.2,14
ALCANTARAS,Alcântaras,LITORAL NORTE,623.5,857.4,37.5
ACUDE FARIAS DE SOUSA,Nova Russas,IBIAPABA,0,856.8,0
CANAFISTULA,Iracema,JAGUARIBANA,0,856.8,0
CAIOCA,Sobral,LITORAL NORTE,651.8,856.8,31.5
JAGUARIBE,Jaguaribe,JAGUARIBANA,727.1,856.4,17.8
IBUGUACU,Granja,LITORAL NORTE,715,856.1,19.7
PENAFORTE,Penaforte,CARIRI,579,850,46.8
INDEPENDENCIA,Independência,SERTAO CENTRAL E INHAMUNS,579.4,848.9,46.5
MANITUBA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,588.9,846.8,43.8
AIUABA,Aiuaba,SERTAO CENTRAL E INHAMUNS,572.7,845.5,47.6
AMONTADA,Amontada,LITORAL NORTE,631.1,844,33.7
TURURU,Tururu,LITORAL DE PECEM,866.8,843,-2.8
VARZEA NOVA,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,576.9,842.8,46.1
ACUDE PIRABIBU,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,842,0
ACUDE POCO DE PEDRAS,Campos Sales,SERTAO CENTRAL E INHAMUNS,0,841.2,0
BARRINHA,Icapuí,JAGUARIBANA,387.3,839.6,116.8
ASSARE,Assaré,SERTAO CENTRAL E INHAMUNS,688.2,838.4,21.8
FIGUEIREDO,Catarina,SERTAO CENTRAL E INHAMUNS,0,838,0
SANTA TEREZA,Croatá,IBIAPABA,567.3,834.7,47.2
CANINDE,Canindé,SERTAO CENTRAL E INHAMUNS,597.5,832.8,39.4
LAGOA GRANDE,Russas,JAGUARIBANA,449.3,832,85.2
OLIVEIRA,Tamboril,SERTAO CENTRAL E INHAMUNS,542.9,828.5,52.6
ETA SAAE QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,824.2,0
AÇUDE ARREBITA,Forquilha,IBIAPABA,0,820,0
SAO BERNARDO,Canindé,SERTAO CENTRAL E INHAMUNS,0,819.9,0
TRUSSU,Acopiara,SERTAO CENTRAL E INHAMUNS,686.1,818,19.2
ACUDE TIGRE,Solonópole,SERTAO CENTRAL E INHAMUNS,0,816,0
FAZENDA NORMAL,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,815.8,0
SINHA SABOIA,Sobral,LITORAL NORTE,758.2,814.5,7.4
MELANCIAS,Tururu,LITORAL DE PECEM,0,814,0
SITIO VAMBIRA,Viçosa do Ceará,IBIAPABA,834.7,813.2,-2.6
BANABUIU,Banabuiú,JAGUARIBANA,673.8,813.2,20.7
DEFESA CIVIL DE FORTALEZA,Fortaleza,LITORAL DE FORTALEZA,0,812.8,0
PANACUI,Marco,LITORAL NORTE,742.2,811.8,9.4
MONTE NEBO,Crateús,SERTAO CENTRAL E INHAMUNS,768.8,810,5.4
CATUNDA,Catunda,SERTAO CENTRAL E INHAMUNS,682.7,809.5,18.6
SALITRE,Salitre,SERTAO CENTRAL E INHAMUNS,509.4,806.5,58.3
RIACHO VERDE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,805.6,0
LAGOA DO MATO,Itatira,SERTAO CENTRAL E INHAMUNS,546.5,805,47.3
FAZENDA NAO ME DEIXE,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,804.4,0
ESTACAO ECOLOGICA,Aiuaba,SERTAO CENTRAL E INHAMUNS,481.8,802.9,66.6
FAZENDA CORISCO,Tauá,SERTAO CENTRAL E INHAMUNS,0,801,0
DESEJO,Independência,SERTAO CENTRAL E INHAMUNS,640.6,800.4,24.9
GROAIRAS,Groaíras,IBIAPABA,777.6,797.1,2.5
ARNEIROZ,Arneiroz,SERTAO CENTRAL E INHAMUNS,631.7,795.5,25.9
TAMBORIL,Tamboril,SERTAO CENTRAL E INHAMUNS,652.5,794.6,21.8
TRES BODEGAS,Icó,JAGUARIBANA,605,787.5,30.2
SAO MIGUEL,Quixeramobim,SERTAO CENTRAL E INHAMUNS,621.8,786,26.4
CANINDEZINHO,Potiretama,JAGUARIBANA,679.3,784,15.4
SAO MONTE ALEGRE,Tamboril,SERTAO CENTRAL E INHAMUNS,554.5,782.7,41.2
FAZENDA NITEROI,Ibaretama,SERTAO CENTRAL E INHAMUNS,845.4,782.6,-7.4
SERROTE BRANCO,Jaguaretama,JAGUARIBANA,678.5,774.5,14.2
RAIMUNDO MARTINS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,519.9,773.4,48.8
MARRUAS,Tauá,SERTAO CENTRAL E INHAMUNS,252.2,772.6,206.4
SITIO FAVEIRA,São Benedito,IBIAPABA,675.3,772.4,14.4
MADALENA,Madalena,SERTAO CENTRAL E INHAMUNS,587.4,771.6,31.4
BORGES,Jaguaruana,JAGUARIBANA,478.7,769.4,60.7
AÇUDE EDSON QUEIROZ,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,762.5,0
FAZENDA CAJAZEIRA,Madalena,SERTAO CENTRAL E INHAMUNS,381,760.7,99.7
FAZ.BELO HORIZONTE,Tauá,SERTAO CENTRAL E INHAMUNS,0,757.1,0
AC. TRICI,Tauá,SERTAO CENTRAL E INHAMUNS,239,757,216.8
ASSENTAMENTO NOVO CANAA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,756,0
IBUACU,Boa Viagem,SERTAO CENTRAL E INHAMUNS,516.2,755,46.3
STA. RITA DOS GALDINOS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,508.1,753.2,48.2
NOVA BETANIA,Nova Russas,IBIAPABA,760.2,750,-1.3
TAPUIARA,Quixadá,SERTAO CENTRAL E INHAMUNS,621.2,750,20.7
PARAISO,Catunda,SERTAO CENTRAL E INHAMUNS,516.3,748.6,45
JARDIM,Jardim,CARIRI,726.5,748,3
CAPITAO MOR,Pedra Branca,SERTAO CENTRAL E INHAMUNS,0,743.5,0
SANTO ANTONIO DA PINDOBA,Ibiapina,IBIAPABA,0,741.3,0
JABURU,Independência,SERTAO CENTRAL E INHAMUNS,468.7,741,58.1
VILA SANTO ANTONIO,Crateús,SERTAO CENTRAL E INHAMUNS,582.8,739,26.8
BELEM,Crateús,SERTAO CENTRAL E INHAMUNS,0,739,0
LAGOINHA,Quixeré,JAGUARIBANA,450.9,738.6,63.8
AC. FORQUILHA,Forquilha,IBIAPABA,362.1,737.9,103.8
FAZENDA VARZEA ALEGRE,Madalena,SERTAO CENTRAL E INHAMUNS,591.9,735.4,24.3
CUSTODIO,Quixadá,SERTAO CENTRAL E INHAMUNS,576.1,735,27.6
CACIMBAS,Cariré,IBIAPABA,0,730,0
ASSENTAMENTO PAPEL,Paramoti,LITORAL DE PECEM,0,730,0
AC. QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,88.2,724.1,721
CARNAUBAL,Carnaubal,IBIAPABA,638.1,718.3,12.6
RIACHO DO ALGODAO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,717.1,0
FORQUILHA,Forquilha,IBIAPABA,725.6,717,-1.2
SITIO PILOES,Pacoti,MACICO DE BATURITE,0,717,0
QUIXABINHA,Mauriti,CARIRI,334.9,714.6,113.4
ACUDE SANTA MARIA,Ererê,JAGUARIBANA,0,712.9,0
FAZENDA MALAQUIAS,Tejuçuoca,LITORAL DE PECEM,517.6,712,37.6
SITIO CATOLÉ DA PISTA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,711.6,0
JUA,Irauçuba,LITORAL DE PECEM,463.7,708.2,52.7
RANCHO AGUA FRIA,Ibiapina,IBIAPABA,0,706,0
FAZENDA TAPUIO,Crateús,SERTAO CENTRAL E INHAMUNS,0,706,0
SANTA TEREZINHA,Crateús,SERTAO CENTRAL E INHAMUNS,446.8,705,57.8
RECIFE,Independência,SERTAO CENTRAL E INHAMUNS,446.4,703,57.5
SAO JOSE DAS LONTRAS,Ipueiras,IBIAPABA,434,696.2,60.4
TAUA,Tauá,SERTAO CENTRAL E INHAMUNS,547,696,27.2
GIQUI,Jaguaruana,JAGUARIBANA,564.3,691.2,22.5
SITIO INHARE,São Benedito,IBIAPABA,0,690.5,0
CARVOEIRO,Itarema,LITORAL NORTE,748.5,690,-7.8
AÇUDE VIEIRAO,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,690,0
PADRE VIEIRA,Viçosa do Ceará,IBIAPABA,531.9,688,29.4
IFCE QUIXADA,Quixadá,SERTAO CENTRAL E INHAMUNS,0,684.7,0
AC. ARARAS,Varjota,IBIAPABA,376.2,682.8,81.5
MONSENHOR TABOSA,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,669.6,678.8,1.4
GAMELEIRA,Massapê,LITORAL NORTE,0,676.9,0
BOM NOME,Aiuaba,SERTAO CENTRAL E INHAMUNS,546.5,675.8,23.7
UBAUNA,Coreaú,IBIAPABA,598.2,674.7,12.8
ACUDE POTIRETAMA,Potiretama,JAGUARIBANA,0,674.4,0
SANTA CRUZ,Amontada,LITORAL NORTE,0,668.4,0
JAGUARETAMA,Jaguaretama,JAGUARIBANA,875.3,667.5,-23.7
NOVO ASSIS,Parambu,SERTAO CENTRAL E INHAMUNS,417.7,667.1,59.7
TAPERUABA,Sobral,LITORAL NORTE,463.1,667,44
AC. AYRES DE SOUZA,Sobral,LITORAL NORTE,114.3,664.5,481.4
MONTEIRO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,611.4,663,8.4
AC. OROS,Orós,JAGUARIBANA,359.8,651.3,81
BOA VIAGEM,Boa Viagem,SERTAO CENTRAL E INHAMUNS,661.4,651,-1.6
CROATA,Croatá,IBIAPABA,526.3,650.4,23.6
MILHA,Milhã,SERTAO CENTRAL E INHAMUNS,725.8,649,-10.6
AC. RIACHO DO SANGUE,Solonópole,SERTAO CENTRAL E INHAMUNS,243.6,648,166
SITIO MILHANS,Salitre,SERTAO CENTRAL E INHAMUNS,0,647.8,0
CASTANHAO,Alto Santo,JAGUARIBANA,664.5,646.6,-2.7
QUIXERE,Quixeré,JAGUARIBANA,671.5,645,-3.9
CAICARA,Tauá,SERTAO CENTRAL E INHAMUNS,326.5,645,97.5
CURATIS,Tamboril,SERTAO CENTRAL E INHAMUNS,474.2,642,35.4
ACUDE MADEIRO,Pereiro,JAGUARIBANA,0,641.5,0
MONTE SINAI,Independência,SERTAO CENTRAL E INHAMUNS,429.5,639,48.8
MISSI,Irauçuba,LITORAL DE PECEM,582.4,637,9.4
EMATUBA,Independência,SERTAO CENTRAL E INHAMUNS,475.2,633,33.2
SACO DO BELEM,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,236.5,620.3,162.3
LOGRADOURO,Independência,SERTAO CENTRAL E INHAMUNS,0,620,0
SITIO SEVERO,Jaguaribe,JAGUARIBANA,488.8,618.2,26.5
AROEIRAS,Coreaú,IBIAPABA,603.6,617.5,2.3
COMUNIDADE LEMOS,Pentecoste,LITORAL DE PECEM,669.3,611,-8.7
SAO JOAQUIM,Itapajé,LITORAL DE PECEM,533.9,607.9,13.9
SAO JOAO DO TRISSI,Tauá,SERTAO CENTRAL E INHAMUNS,471.4,605.9,28.5
ARARIPE,Araripe,SERTAO CENTRAL E INHAMUNS,695.4,601.2,-13.5
ALTAMIRA,Tauá,SERTAO CENTRAL E INHAMUNS,394.6,592.2,50.1
CACHOEIRA DO FOGO,Independência,SERTAO CENTRAL E INHAMUNS,458.6,591,28.9
SITIO PITUBA,Ibiapina,IBIAPABA,0,586.1,0
CACHOEIRA DE FORA,Arneiroz,SERTAO CENTRAL E INHAMUNS,438.2,579.6,32.3
PAU FERRO,Madalena,SERTAO CENTRAL E INHAMUNS,306.7,575,87.5
SANTANA,Poranga,IBIAPABA,440.2,569,29.3
SANTO ANTôNIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,0,565.4,0
IRAUCUBA,Irauçuba,LITORAL DE PECEM,456.7,562.2,23.1
PAUS BRANCOS,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,558,0
MUQUEM,Independência,SERTAO CENTRAL E INHAMUNS,0,554,0
AC. VARZEA DO BOI,Tauá,SERTAO CENTRAL E INHAMUNS,361.7,548.8,51.7
QUITERIANOPOLIS,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,699.1,547,-21.8
PARAMBU,Parambu,SERTAO CENTRAL E INHAMUNS,722.3,541,-25.1
LIMOEIRO,Guaraciaba do Norte,IBIAPABA,637.6,540.6,-15.2
ANTONINA DO NORTE,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,633.2,536,-15.4
MORRINHOS NOVOS,Guaraciaba do Norte,IBIAPABA,541.1,535,-1.1
PINDOGUABA,Tianguá,IBIAPABA,523.2,531,1.5
ALGODOES,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,410.9,530,29
ITATIRA,Itatira,SERTAO CENTRAL E INHAMUNS,635.7,519,-18.4
FAZ.REALEZA,Independência,SERTAO CENTRAL E INHAMUNS,0,514.6,0
CEDRO,Aiuaba,SERTAO CENTRAL E INHAMUNS,435.8,504,15.6
CARRAPATEIRAS,Tauá,SERTAO CENTRAL E INHAMUNS,451.6,502,11.2
JUREMA,General Sampaio,LITORAL DE PECEM,356,488.2,37.2
DOM MAURICIO,Quixadá,SERTAO CENTRAL E INHAMUNS,0,468.7,0
DEP. IRAPUAN PINHEIRO,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,790.5,459,-41.9
SITIO QUENQUELERE,Potengi,SERTAO CENTRAL E INHAMUNS,0,457,0
TRAPIA,Forquilha,IBIAPABA,573.5,455,-20.7
JANDRANGOEIRA,Independência,SERTAO CENTRAL E INHAMUNS,340.6,434.5,27.6
FAZENDA NOVA,Tamboril,SERTAO CENTRAL E INHAMUNS,0,411,0
NENELANDIA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,388.7,0
AQUINOPOLES,Jaguaribe,JAGUARIBANA,657.6,387,-41.2
VARZEA ALEGRE,Várzea Alegre,CARIRI,992.1,367,-63
CANINDEZINHO,Várzea Alegre,CARIRI,0,365.2,0
SERROTA,Senador Sá,LITORAL NORTE,676.9,364,-46.2
SABONETE,Madalena,SERTAO CENTRAL E INHAMUNS,0,360.2,0
MARRECAS,Tauá,SERTAO CENTRAL E INHAMUNS,480.2,348,-27.5
INB ITATAIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,333.2,0
ACUDE SAO JOSE II,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,297,0
AC. FAVELAS,Tauá,SERTAO CENTRAL E INHAMUNS,292.3,297,1.6
ICARAI DE AMONTADA,Amontada,LITORAL NORTE,944.2,269,-71.5
ARACATIACU,Sobral,LITORAL NORTE,487.1,266.8,-45.2
SITIO BAIXA GRANDE,Crateús,SERTAO CENTRAL E INHAMUNS,0,260.8,0
ACUDE SAO JOSE I,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,249,0
AEROPORTO(SOBRAL),Sobral,LITORAL NORTE,510,244,-52.2
SAO JOSE,Barreira,MACICO DE BATURITE,923.2,203,-78
JORDAO,Sobral,LITORAL NORTE,940,202.5,-78.5
SITIO FERNANDES,Aratuba,MACICO DE BATURITE,0,198,0
CARACARA,Sobral,LITORAL NORTE,459.7,192,-58.2
INHUPORANGA,Caridade,SERTAO CENTRAL E INHAMUNS,331.8,184.7,-44.3
PATRIARCA,Sobral,LITORAL NORTE,681.9,158,-76.8
RAFAEL ARRUDA,Sobral,LITORAL NORTE,621.2,153,-75.4
SALGADO DOS MACHADOS,Sobral,LITORAL NORTE,667.3,132,-80.2
PATOS,Sobral,LITORAL NORTE,0,91,0
BATATAS,Tururu,LITORAL DE PECEM,0,77.5,0
AGUA VERMELHA,Milagres,CARIRI,0,69.3,0
BILHEIRA,Sobral,LITORAL NORTE,593.2,62,-89.6
SERRAGEM,Ocara,MACICO DE BATURITE,639.9,62,-90.3
PARAZINHO,Granja,LITORAL NORTE,1031.5,59,-94.3
ASSENTAMENTO MANDACARU,Irauçuba,LITORAL DE PECEM,0,23.3,0
SAO JOSE DO TORTO,Sobral,LITORAL NORTE,608.4,22.5,-96.3
POCO DA AREIA,Ubajara,IBIAPABA,475.3,13.1,-97.2
LIMA CAMPOS,Icó,JAGUARIBANA,182.5,3,-98.4
GRANJEIRO,Granjeiro,CARIRI,967.6,N.I.,N.I.
POCO GRANDE,Jucás,CARIRI,565.1,N.I.,N.I.
PONTA DA SERRA,Crato,CARIRI,809,N.I.,N.I.
MARARUPA,Mauriti,CARIRI,619.1,N.I.,N.I.
SAO MIGUEL,Mauriti,CARIRI,730.6,N.I.,N.I.
LAGEDO,Cedro,CARIRI,618.6,0,-100
COREAU,Coreaú,IBIAPABA,1053.3,N.I.,N.I.
SAO JOSE,Carnaubal,IBIAPABA,622.3,N.I.,N.I.
SITIO VARZEA REDONDA,Guaraciaba do Norte,IBIAPABA,547,N.I.,N.I.
PICADA,Guaraciaba do Norte,IBIAPABA,919.1,N.I.,N.I.
AEROPORTO,São Benedito,IBIAPABA,0,N.I.,N.I.
TABAINHA,Tianguá,IBIAPABA,939.7,N.I.,N.I.
LAMBEDOURO,Viçosa do Ceará,IBIAPABA,0,0,0
COMUNIDADE BAIXA UMBURANA,Alto Santo,JAGUARIBANA,619.3,N.I.,N.I.
CARAUBAS,Alto Santo,JAGUARIBANA,480.6,N.I.,N.I.
RINARÉ,Banabuiú,JAGUARIBANA,354.8,N.I.,N.I.
SÍTIO SÃO PEDRO,Jaguaretama,JAGUARIBANA,529.3,N.I.,N.I.
MONTE ALEGRE,Jaguaretama,JAGUARIBANA,244.9,N.I.,N.I.
CORREGO ESPERANÇA,Palhano,JAGUARIBANA,0,N.I.,N.I.
SITIO CAMPO LIMPO,Russas,JAGUARIBANA,0,N.I.,N.I.
CRIOULAS,Pereiro,JAGUARIBANA,609,N.I.,N.I.
PEIXE GORDO,Icapuí,JAGUARIBANA,717.4,N.I.,N.I.
SAO JOAO DO JAGUARIBE,São João do Jaguaribe,JAGUARIBANA,705.7,N.I.,N.I.
TOME VIEIRA,Ererê,JAGUARIBANA,864.6,N.I.,N.I.
LAGOA DA SERRA,Caucaia,LITORAL DE FORTALEZA,564.8,N.I.,N.I.
TUCUNDUBA,Caucaia,LITORAL DE FORTALEZA,1061.4,N.I.,N.I.
BOM PRINCIPIO,Caucaia,LITORAL DE FORTALEZA,752.8,N.I.,N.I.
PATOS DOS LIBERATOS,Chorozinho,LITORAL DE FORTALEZA,438.3,N.I.,N.I.
JUBAIA,Maranguape,LITORAL DE FORTALEZA,836.4,N.I.,N.I.
VICOSA 01,Maranguape,LITORAL DE FORTALEZA,0,N.I.,N.I.
VICOSA 02,Maranguape,LITORAL DE FORTALEZA,0,N.I.,N.I.
PACO MUNICIPAL,Itaitinga,LITORAL DE FORTALEZA,0,N.I.,N.I.
SEMAN,Itaitinga,LITORAL DE FORTALEZA,0,N.I.,N.I.
ITAIPABA,Pacajus,LITORAL DE FORTALEZA,872.2,N.I.,N.I.
URUAU CARRAPICHO,Beberibe,LITORAL DE FORTALEZA,0,N.I.,N.I.
VILA SOARES,Apuiarés,LITORAL DE PECEM,0,N.I.,N.I.
AC. PEREIRA DE MIRANDA,Pentecoste,LITORAL DE PECEM,232,N.I.,N.I.
AC. GENERAL SAMPAIO,General Sampaio,LITORAL DE PECEM,256.2,N.I.,N.I.
POCO DOCE,Paracuru,LITORAL DE PECEM,0,N.I.,N.I.
BOA VISTA DO CAXITORE,Irauçuba,LITORAL DE PECEM,211.6,N.I.,N.I.
FAZENDA SÃO DOMINGOS,Tururu,LITORAL DE PECEM,0,N.I.,N.I.
MORAUJO,Moraújo,LITORAL NORTE,1041.2,0,-100
ARACATIARA,Amontada,LITORAL NORTE,621.6,N.I.,N.I.
SOBRAL,Sobral,LITORAL NORTE,893.7,N.I.,N.I.
APRAZIVEL,Sobral,LITORAL NORTE,531.5,0,-100
BONFIM,Sobral,LITORAL NORTE,697.2,0,-100
CENTRO DE TREINAMENTO,Sobral,LITORAL NORTE,844.4,N.I.,N.I.
JATOBA,Camocim,LITORAL NORTE,816,N.I.,N.I.
CAMPANARIO,Uruoca,LITORAL NORTE,1000,N.I.,N.I.
SAMBAIBA,Granja,LITORAL NORTE,1032.1,N.I.,N.I.
VILA PEDRA BRANCA,Aracoiaba,MACICO DE BATURITE,321.4,N.I.,N.I.
SERENO DE CIMA,Ocara,MACICO DE BATURITE,739.6,N.I.,N.I.
NOVO HORIZONTE,Ocara,MACICO DE BATURITE,466.5,N.I.,N.I.
ARISCO DOS MARIANOS,Ocara,MACICO DE BATURITE,622.1,N.I.,N.I.
CHACARA PEDRO HENRIQUE,Palmácia,MACICO DE BATURITE,0,N.I.,N.I.
FAZENDA MORADA NOVA,Acopiara,SERTAO CENTRAL E INHAMUNS,579.3,N.I.,N.I.
AMARO,Assaré,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
SAO DOMINGOS,Caridade,SERTAO CENTRAL E INHAMUNS,565.2,N.I.,N.I.
ITAGUA,Campos Sales,SERTAO CENTRAL E INHAMUNS,397.3,N.I.,N.I.
CHACARA CRAVO E ROSA,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CAMPESTRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
SERRA DO BAIXIO DO MOCO,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CAICARINHA,Choró,SERTAO CENTRAL E INHAMUNS,482.2,N.I.,N.I.
SALITRE,Canindé,SERTAO CENTRAL E INHAMUNS,385.5,N.I.,N.I.
BARRA,Aiuaba,SERTAO CENTRAL E INHAMUNS,395.2,N.I.,N.I.
SITIO ITAPORANGA,Saboeiro,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
PIRANGI,Ibaretama,SERTAO CENTRAL E INHAMUNS,411.5,N.I.,N.I.
AEROPORTO(IGUATU),Iguatu,SERTAO CENTRAL E INHAMUNS,260.4,N.I.,N.I.
FAZENDA GRACINHA,Crateús,SERTAO CENTRAL E INHAMUNS,540.4,N.I.,N.I.
CACHOEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,316.5,N.I.,N.I.
BANDEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,628.4,N.I.,N.I.
SALGADINHO,Madalena,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
LAGOA DO PORCO,Madalena,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
NOSSA SRA. DO LIVRAMENTO,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,418.2,N.I.,N.I.
BARREIROS,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,274,N.I.,N.I.
CANABRAVA-COCOGI,Parambu,SERTAO CENTRAL E INHAMUNS,575.4,N.I.,N.I.
EMAUS,Novo Oriente,SERTAO CENTRAL E INHAMUNS,450.4,N.I.,N.I.
BOA ESPERANCA,Tamboril,SERTAO CENTRAL E INHAMUNS,543.6,N.I.,N.I.
SUCESSO,Tamboril,SERTAO CENTRAL E INHAMUNS,631.1,N.I.,N.I.
ACUDE CARAO,Tamboril,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
RIACHãO DE CIMA,Tamboril,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
DOMINGOS DA COSTA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,488.4,N.I.,N.I.
PIEDADE,Boa Viagem,SERTAO CENTRAL E INHAMUNS,316.5,N.I.,N.I.
FAZENDA MUTAMBA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,561.2,N.I.,N.I.
LISIEUX,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
BOM JESUS,Tauá,SERTAO CENTRAL E INHAMUNS,277,N.I.,N.I.
BARREIROS DE BAIXO,Potengi,SERTAO CENTRAL E INHAMUNS,384.7,N.I.,N.I.
