Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
BREJINHO,Araripe,SERTAO CENTRAL E INHAMUNS,631.2,1040.8,64.9
FECHADO,Catarina,SERTAO CENTRAL E INHAMUNS,0,1039,0
CAJAZERINHA,Umari,CARIRI,0,1037,0
ALTANEIRA,Altaneira,CARIRI,821.3,1035,26
BREJO SANTO,Brejo Santo,CARIRI,920.7,1033.3,12.2
VERA CRUZ,Tauá,SERTAO CENTRAL E INHAMUNS,508.8,1033.3,103.1
OROS,Orós,JAGUARIBANA,808.4,1031.4,27.6
BARRA DE SITIA,Banabuiú,JAGUARIBANA,633.6,1031.3,62.8
PALMATORIA,Itapiúna,MACICO DE BATURITE,728,1031.2,41.6
ARANAU,Acaraú,LITORAL NORTE,906.8,1031.1,13.7
NOVA RUSSAS,Nova Russas,IBIAPABA,779.7,1030.5,32.2
JARDIM MIRIM,Jardim,CARIRI,647,1029.8,59.2
SITIO BONSUCESSO,Jardim,CARIRI,0,1028.6,0
IPU,Ipu,IBIAPABA,1002,1028.5,2.7
MARCO,Marco,LITORAL NORTE,863.1,1025.6,18.8
MATA FRESCA,Aracati,JAGUARIBANA,579.8,1025.4,76.9
AÇUDE FIGUEIREDO,Iracema,JAGUARIBANA,0,1021.5,0
CASA DE PEDRA,Pentecoste,LITORAL DE PECEM,760.7,1020,34.1
FAZENDA COQUE,Jaguaretama,JAGUARIBANA,733.4,1016.8,38.6
CAMPOS SALES,Campos Sales,SERTAO CENTRAL E INHAMUNS,567.9,1014.3,78.6
JUCA,Cariré,IBIAPABA,0,1009.9,0
TABULEIRO DO NORTE,Tabuleiro do Norte,JAGUARIBANA,713.6,1008.6,41.4
SANTANA DO ACARAU,Santana do Acaraú,LITORAL NORTE,831.1,1007.2,21.2
AEROPORTO(CRATEUS),Crateús,SERTAO CENTRAL E INHAMUNS,559.5,1005.8,79.8
SERRA DA GUIA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,520.3,1004.8,93.1
DAMIAO,Ipu,IBIAPABA,0,1003.5,0
FAZENDA LOGRADOURO,São João do Jaguaribe,JAGUARIBANA,587.6,1002.5,70.6
CARRAPATEIRA,Guaiúba,MACICO DE BATURITE,770.5,999,29.7
MASSAPE,Massapê,LITORAL NORTE,949.7,998.5,5.1
JACUIPE NASCENTE,Amontada,LITORAL NORTE,0,995,0
PENTECOSTE,Pentecoste,LITORAL DE PECEM,746.2,993.8,33.2
CHAVAL,Chaval,LITORAL NORTE,876.8,992,13.1
ESPERANCA,Canindé,SERTAO CENTRAL E INHAMUNS,628.8,990.7,57.6
SITIO TIMBAUBA MACORE,Russas,JAGUARIBANA,716.3,987.2,37.8
SITIO TAUÃ DE BAIXO,Ibiapina,IBIAPABA,0,985.4,0
NOVA FLORESTA,Jaguaribe,JAGUARIBANA,597.1,983.3,64.7
LAGOA DE SANTO ANTONIO,Ararendá,IBIAPABA,0,983,0
ARUARU,Morada Nova,JAGUARIBANA,521.8,982,88.2
APUIARES,Apuiarés,LITORAL DE PECEM,794,977.1,23.1
MACARAU,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,976.6,0
TARRAFAS,Tarrafas,SERTAO CENTRAL E INHAMUNS,673.1,976.5,45.1
ICAPUI,Icapuí,JAGUARIBANA,942.3,974,3.4
RUSSAS,Russas,JAGUARIBANA,731.8,968.8,32.4
BONFIM,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,623.8,967.8,55.2
BARAO DE AQUIRAZ,Campos Sales,SERTAO CENTRAL E INHAMUNS,443.7,966.6,117.8
TIAIA DE BAIXO,Granja,LITORAL NORTE,879.2,965.7,9.8
SENADOR POMPEU,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,754.5,965.2,27.9
AC. PEDRAS BRANCAS,Quixadá,SERTAO CENTRAL E INHAMUNS,274.5,963.9,251.2
ICO,Icó,JAGUARIBANA,767.7,959.2,25
CHAPADA DO ALEGRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,958.1,0
PATOS,Morada Nova,JAGUARIBANA,635.9,958,50.6
PASSAGEM - FOGAREIRO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,557.7,956.2,71.4
ACUDE RIACHO DA SERRA,Alto Santo,JAGUARIBANA,0,955.2,0
CAPIM 1,Groaíras,IBIAPABA,0,955,0
FAZENDA BOM PASTOR,Coreaú,IBIAPABA,0,954,0
SITIO URUBU,Coreaú,IBIAPABA,839,948,13
LOGRADOURO,Alto Santo,JAGUARIBANA,595.6,946,58.8
MARRUAS DOS PAIVA,Ipu,IBIAPABA,0,945,0
CAIXA,Acopiara,SERTAO CENTRAL E INHAMUNS,722.3,945,30.8
BARRO,Barro,CARIRI,823.1,944.6,14.8
SITIO FORQUILHA - COGERH,Beberibe,LITORAL DE FORTALEZA,598.6,944,57.7
SEBASTIAO DE ABREU,Pentecoste,LITORAL DE PECEM,626.1,943.8,50.7
SITIO SACO,Milagres,CARIRI,0,942.7,0
SALAO,Senador Sá,LITORAL NORTE,881.6,942.5,6.9
FRECHEIRINHA,Frecheirinha,IBIAPABA,871.3,942,8.1
PEDRA BRANCA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,813.7,940.2,15.6
PARAMOTI,Paramoti,LITORAL DE PECEM,688.6,940,36.5
ARATAMA,Assaré,SERTAO CENTRAL E INHAMUNS,658.1,940,42.8
CAPIM GROSSO,Russas,JAGUARIBANA,692.6,938.3,35.5
JATI,Jati,CARIRI,722.3,937,29.7
MORRINHOS,Morrinhos,LITORAL NORTE,842.2,937,11.3
EIXAO 2,Morada Nova,JAGUARIBANA,0,934.3,0
GUARIBAS,Acopiara,SERTAO CENTRAL E INHAMUNS,565.7,933,64.9
SITIO MACAPA,Jati,CARIRI,0,932,0
ARROJADO,Lavras da Mangabeira,CARIRI,336.5,930,176.4
AC. CEDRO,Quixadá,SERTAO CENTRAL E INHAMUNS,282.8,928.8,228.5
GRACA,Graça,IBIAPABA,1033.3,928,-10.2
BAIXA FRIA,Canindé,SERTAO CENTRAL E INHAMUNS,0,922,0
CANINDEZINHO,Nova Russas,IBIAPABA,448.4,921,105.4
CRATEUS,Crateús,SERTAO CENTRAL E INHAMUNS,704.1,920.6,30.8
TUCUNS,Crateús,SERTAO CENTRAL E INHAMUNS,644.5,920,42.7
QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,706.2,919.6,30.2
BASTIOES,Iracema,JAGUARIBANA,1025.6,919,-10.4
BELA CRUZ,Bela Cruz,LITORAL NORTE,841.9,919,9.2
PORTEIRAS,Porteiras,CARIRI,816.6,917.8,12.4
MAURITI,Mauriti,CARIRI,755.7,916.4,21.3
VILA ESCONDIDO,Potengi,SERTAO CENTRAL E INHAMUNS,0,916,0
SAO VICENTE,Icó,JAGUARIBANA,577.4,915,58.5
JERICOACOARA,Jijoca de Jericoacoara,LITORAL NORTE,507,913.7,80.2
GUASSUSSE,Orós,JAGUARIBANA,0,913,0
CEDRO,Cedro,CARIRI,920.6,912.1,-0.9
SANTA QUITERIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,754.7,912,20.8
VILA ALECRIM,Potengi,SERTAO CENTRAL E INHAMUNS,0,912,0
SANTA TEREZA,Tauá,SERTAO CENTRAL E INHAMUNS,516.6,911,76.3
CARIRE,Cariré,IBIAPABA,868.1,908,4.6
LACERDA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,522.6,905,73.2
FEITICEIRO,Jaguaribe,JAGUARIBANA,537.5,903.1,68
LAGOA DO CARNEIRO,Acaraú,LITORAL NORTE,849.5,902.8,6.3
FAZENDA NOVA,Aiuaba,SERTAO CENTRAL E INHAMUNS,488.2,902,84.7
CATARINA,Catarina,SERTAO CENTRAL E INHAMUNS,689.4,900.5,30.6
POCO DO PAU,Brejo Santo,CARIRI,667.9,899.8,34.7
JAGUARUANA,Jaguaruana,JAGUARIBANA,703.2,899.5,27.9
POTENGI,Potengi,SERTAO CENTRAL E INHAMUNS,682.9,898.1,31.5
ACUDE ANGICOS,Frecheirinha,IBIAPABA,0,896,0
ERERE,Ererê,JAGUARIBANA,808.8,896,10.8
BRUM,Jaguaribe,JAGUARIBANA,0,895,0
SITIO CHAPADINHA,São Benedito,IBIAPABA,0,894.8,0
ENCANTADO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,564.6,890.3,57.7
PIQUET CARNEIRO,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,730.9,890,21.8
NOVO ORIENTE,Novo Oriente,SERTAO CENTRAL E INHAMUNS,718.5,888,23.6
PALESTINA,Orós,JAGUARIBANA,707.9,887.9,25.4
EBRON,Acopiara,SERTAO CENTRAL E INHAMUNS,534.2,887,66.1
FLAMENGO,Saboeiro,SERTAO CENTRAL E INHAMUNS,741.9,878.8,18.5
