Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
OLHO DAGUA,Maranguape,LITORAL DE FORTALEZA,0,1312.3,0
MARTINOPOLE,Martinópole,LITORAL NORTE,1010.7,1311,29.7
UBAJARA,Ubajara,IBIAPABA,1462.6,1307.4,-10.6
NOVO ORIENTE,Novo Oriente,SERTAO CENTRAL E INHAMUNS,718.5,1307.2,81.9
SENADOR SA,Senador Sá,LITORAL NORTE,877.6,1306,48.8
BASTIOES,Iracema,JAGUARIBANA,1025.6,1303.2,27.1
FAZENDA LAGOA DAS MERCES,Itapipoca,LITORAL DE PECEM,756,1293.6,71.1
BOQUEIRAO,Sobral,LITORAL NORTE,798.9,1291.1,61.6
FAZENDA LAGES,Trairi,LITORAL DE PECEM,1431.3,1291,-9.8
BATURITE,Baturité,MACICO DE BATURITE,1053.4,1283,21.8
GUAIUBA,Guaiúba,MACICO DE BATURITE,962.9,1281,33
SITIOS NOVOS,Caucaia,LITORAL DE FORTALEZA,551.4,1278.3,131.8
SANTA CRUZ,Itapajé,LITORAL DE PECEM,1150.4,1273.8,10.7
PACO MUNICIPAL,Itaitinga,LITORAL DE FORTALEZA,0,1273.6,0
PARAZINHO,Granja,LITORAL NORTE,1031.5,1273.5,23.5
TRAIRI,Trairi,LITORAL DE PECEM,1139.4,1273,11.7
CAMPANARIO,Uruoca,LITORAL NORTE,1000,1266,26.6
AC. ARARAS,Varjota,IBIAPABA,376.2,1265.4,236.4
PANACUI,Marco,LITORAL NORTE,742.2,1264.4,70.4
AURORA,Aurora,CARIRI,933.2,1260.6,35.1
LAVRAS DA MANGABEIRA,Lavras da Mangabeira,CARIRI,896.2,1257.6,40.3
HORIZONTE,Horizonte,LITORAL DE FORTALEZA,961.4,1251.7,30.2
ACARAPE,Acarape,MACICO DE BATURITE,999.5,1249,25
CARRAPATEIRA,Guaiúba,MACICO DE BATURITE,770.5,1249,62.1
JERICOACOARA,Jijoca de Jericoacoara,LITORAL NORTE,507,1248.7,146.3
QUITAIUS,Lavras da Mangabeira,CARIRI,941.3,1248.5,32.6
BARREIRA,Barreira,MACICO DE BATURITE,832,1245.6,49.7
CAGADO,São Gonçalo do Amarante,LITORAL DE PECEM,0,1239,0
SAMBAIBA,Granja,LITORAL NORTE,1032.1,1236.6,19.8
BAIXIO DE DONANA,Jucás,CARIRI,708.8,1233.2,74
AMANIUTUBA,Lavras da Mangabeira,CARIRI,639.6,1233,92.8
SITIO SACO,Porteiras,CARIRI,0,1233,0
CRUZ,Cruz,LITORAL NORTE,869.7,1224,40.7
BARRA DAS MOITAS,Amontada,LITORAL NORTE,0,1222.8,0
SAO SEBASTIAO,Cariús,CARIRI,516.3,1219,136.1
FAZENDA BOM PASTOR,Coreaú,IBIAPABA,0,1218,0
SITIO PILOES,Pacoti,MACICO DE BATURITE,0,1218,0
SITIO SAO PEDRO,Ipaumirim,CARIRI,0,1217.5,0
TIANGUA,Tianguá,IBIAPABA,1253.5,1214.2,-3.1
EMATERCE,Cedro,CARIRI,0,1209.9,0
GRACA,Graça,IBIAPABA,1033.3,1207,16.8
JUCA,Cariré,IBIAPABA,0,1205.3,0
BREJINHO,Barro,CARIRI,839.1,1205,43.6
PEREIRO,Pereiro,JAGUARIBANA,979.8,1204.8,23
SALAO,Senador Sá,LITORAL NORTE,881.6,1202.1,36.4
ARATUBA,Aratuba,MACICO DE BATURITE,1141.9,1201.4,5.2
CANINDEZINHO,Nova Russas,IBIAPABA,448.4,1199.5,167.5
RIACHO VERDE,Várzea Alegre,CARIRI,856.2,1197,39.8
RERIUTABA,Reriutaba,IBIAPABA,884.8,1197,35.3
VARZEA ALEGRE,Várzea Alegre,CARIRI,992.1,1196.2,20.6
PARIPUEIRA,Beberibe,LITORAL DE FORTALEZA,674.8,1194.6,77
VARZEA DA CONCEICAO,Cedro,CARIRI,833,1190,42.9
ITAPEBUSSU,Maranguape,LITORAL DE FORTALEZA,666,1187.8,78.4
GUARACIABA DO NORTE,Guaraciaba do Norte,IBIAPABA,1247,1187,-4.8
LAGOINHA,Quixeré,JAGUARIBANA,450.9,1180.6,161.8
ALCANTARAS,Alcântaras,LITORAL NORTE,623.5,1180.2,89.3
COREAU,Coreaú,IBIAPABA,1053.3,1179.5,12
ARACATI,Aracati,JAGUARIBANA,904.5,1178.7,30.3
FARIAS BRITO,Farias Brito,CARIRI,996.4,1172.2,17.6
ANGICO,Cariús,CARIRI,767.3,1170.6,52.6
JUAZEIRO DO NORTE,Juazeiro do Norte,CARIRI,971.6,1170.5,20.5
ENGENHO VELHO,Barro,CARIRI,686.9,1170.4,70.4
URUOCA,Uruoca,LITORAL NORTE,885.8,1168,31.9
PACAJUS,Pacajus,LITORAL DE FORTALEZA,918.4,1165.7,26.9
HIDROLANDIA,Hidrolândia,IBIAPABA,815.8,1161,42.3
AMANAIARA,Reriutaba,IBIAPABA,778.2,1160.6,49.1
BAIXIO,Baixio,CARIRI,851,1159.9,36.3
SANTO ANTONIO,Ipaumirim,CARIRI,0,1159.4,0
NOVO GRANGEIRO,Granjeiro,CARIRI,0,1157.6,0
SITIO CANTO,Umari,CARIRI,739.4,1156.6,56.4
ITAPIUNA,Itapiúna,MACICO DE BATURITE,747.3,1156,54.7
ITAPIPOCA,Itapipoca,LITORAL DE PECEM,1052.2,1153.2,9.6
VILA FEITOSA,Caririaçu,CARIRI,817.7,1150.2,40.7
SERRA DA GUIA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,520.3,1150.2,121.1
JUCAS,Jucás,CARIRI,911.5,1150,26.2
UMARI,Umari,CARIRI,777,1148.4,47.8
PIRES FERREIRA,Pires Ferreira,IBIAPABA,814.6,1147.7,40.9
SITIO TIPI,Aurora,CARIRI,676.2,1147,69.6
TUCUNS,Crateús,SERTAO CENTRAL E INHAMUNS,644.5,1145,77.6
SERRA BRAVA,Milagres,CARIRI,0,1143.7,0
SERRA BREJINHO,Jardim,CARIRI,0,1140.6,0
PEIXE GORDO,Icapuí,JAGUARIBANA,717.4,1140.5,59
CARIRIACU,Caririaçu,CARIRI,1048.9,1140,8.7
FAZENDA MUTAMBA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,561.2,1138.5,102.9
LISIEUX,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,1133.4,0
TANQUES,Maranguape,LITORAL DE FORTALEZA,896.7,1123,25.2
BARBALHA,Barbalha,CARIRI,1055,1121.7,6.3
SITIO CHAPADINHA,São Benedito,IBIAPABA,0,1121,0
TANGENTE,Massapê,LITORAL NORTE,750.8,1119.4,49.1
COMUNIDADE VALDIVINO,Milagres,CARIRI,0,1119.3,0
BARRO ALTO,Iguatu,SERTAO CENTRAL E INHAMUNS,586.6,1118.2,90.6
GAMELEIRO DE S. SEBASTIAO,Missão Velha,CARIRI,880,1116.9,26.9
MONTE ALEGRE,Barro,CARIRI,782.3,1116.5,42.7
MONTE NEBO,Crateús,SERTAO CENTRAL E INHAMUNS,768.8,1115.4,45.1
CAPISTRANO,Capistrano,MACICO DE BATURITE,835.5,1113,33.2
DAMIAO,Ipu,IBIAPABA,0,1112.4,0
NOVA OLINDA,Nova Olinda,CARIRI,885.3,1111.5,25.6
IPUEIRAS,Ipueiras,IBIAPABA,933.1,1110.7,19
ITAIPABA,Pacajus,LITORAL DE FORTALEZA,872.2,1108,27
AC. SOBRAL,Sobral,LITORAL NORTE,11.7,1107.9,9396.3
MILAGRES,Milagres,CARIRI,906.3,1107.6,22.2
FURNAS,Aracoiaba,MACICO DE BATURITE,978.7,1103,12.7
AEROPORTO DE ARACATI,Aracati,JAGUARIBANA,863.7,1096.4,26.9
ERERE,Ererê,JAGUARIBANA,808.8,1096,35.5
MAURITI,Mauriti,CARIRI,755.7,1093.9,44.8
GAMELEIRA,Massapê,LITORAL NORTE,0,1091.6,0
VILA SANTO ANTONIO,Crateús,SERTAO CENTRAL E INHAMUNS,582.8,1090.9,87.2
OCARA,Ocara,MACICO DE BATURITE,656.7,1090.5,66.1
CASCUDO,Icó,JAGUARIBANA,681.6,1088,59.6
CAMILOS,Meruoca,LITORAL NORTE,970.8,1086,11.9
ARATAMA,Assaré,SERTAO CENTRAL E INHAMUNS,658.1,1086,65
BREJO SANTO,Brejo Santo,CARIRI,920.7,1083.8,17.7
MASSAPE,Massapê,LITORAL NORTE,949.7,1083.6,14.1
IRACEMA,Iracema,JAGUARIBANA,809.5,1081,33.5
SANTA VITORIA - LAGES,Aurora,CARIRI,0,1078.4,0
IBICUA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,726.7,1078,48.3
SERRA BOCA DA MATA L,Jardim,CARIRI,0,1072,0
GROAIRAS,Groaíras,IBIAPABA,777.6,1070.4,37.7
MISSAO VELHA,Missão Velha,CARIRI,995.7,1067,7.2
ACUDE MUNDAU,Uruburetama,LITORAL DE PECEM,0,1066.9,0
AEROPORTO(CRATEUS),Crateús,SERTAO CENTRAL E INHAMUNS,559.5,1065,90.3
ESPERANCA,Canindé,SERTAO CENTRAL E INHAMUNS,628.8,1062.2,68.9
CAMARAO,Aratuba,MACICO DE BATURITE,0,1060.6,0
JARDIM MIRIM,Jardim,CARIRI,647,1057.8,63.5
VILA ESCONDIDO,Potengi,SERTAO CENTRAL E INHAMUNS,0,1056,0
ARROJADO,Lavras da Mangabeira,CARIRI,336.5,1055.4,213.7
SAO LUIS DO CURU,São Luís do Curu,LITORAL DE PECEM,812.5,1055,29.8
SAO ROMAO,Altaneira,CARIRI,0,1050,0
SÃO JOÃO,Ererê,JAGUARIBANA,831.2,1050,26.3
NOVA BETANIA,Nova Russas,IBIAPABA,760.2,1049,38
CURUPIRA,Ocara,MACICO DE BATURITE,689.5,1049,52.1
ABAIARA,Abaiara,CARIRI,925.9,1048,13.2
FAZENDA BOA VISTA,Itapiúna,MACICO DE BATURITE,0,1048,0
ITAICABA,Itaiçaba,JAGUARIBANA,661.5,1046.7,58.2
SITIO TRANQUEIRA,Lavras da Mangabeira,CARIRI,0,1045.1,0
IRAPUA,Crateús,SERTAO CENTRAL E INHAMUNS,446.3,1043.8,133.9
QUIXOA,Iguatu,SERTAO CENTRAL E INHAMUNS,782.3,1043.8,33.4
GURIU,Camocim,LITORAL NORTE,348.5,1042.3,199.1
SANTANA DO ACARAU,Santana do Acaraú,LITORAL NORTE,831.1,1038.6,25
ARACATIACU,Sobral,LITORAL NORTE,487.1,1036,112.7
SANTO ANTôNIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,0,1036,0
CARIUTABA,Farias Brito,CARIRI,774.9,1034.3,33.5
JAGUARIBE,Jaguaribe,JAGUARIBANA,727.1,1033.7,42.2
MUCAMBO,Mucambo,IBIAPABA,1005.9,1032,2.6
SAO MONTE ALEGRE,Tamboril,SERTAO CENTRAL E INHAMUNS,554.5,1030.1,85.8
MARCO,Marco,LITORAL NORTE,863.1,1029.6,19.3
SABOEIRO,Saboeiro,SERTAO CENTRAL E INHAMUNS,613.7,1028,67.5
SITIO FORQUILHA - COGERH,Beberibe,LITORAL DE FORTALEZA,598.6,1026.3,71.5
CUNCAS,Barro,CARIRI,439.4,1025.8,133.5
SEBASTIAO DE ABREU,Pentecoste,LITORAL DE PECEM,626.1,1023.2,63.4
MIRAIMA,Miraíma,LITORAL NORTE,678.3,1022.3,50.7
CARIRE,Cariré,IBIAPABA,868.1,1022,17.7
SITIO MACAPA,Jati,CARIRI,0,1021,0
ASSENTAMENTO MANDACARU,Irauçuba,LITORAL DE PECEM,0,1020.2,0
ALTANEIRA,Altaneira,CARIRI,821.3,1019.6,24.2
FAZENDA COLUMINJUBA,Maranguape,LITORAL DE FORTALEZA,331.4,1016,206.6
BARRO,Barro,CARIRI,823.1,1014.2,23.2
DIPAN-ESCRITORIO DO DNOCS,Varjota,IBIAPABA,0,1013,0
FRECHEIRINHA,Frecheirinha,IBIAPABA,871.3,1010.5,16
PADRE VIEIRA,Viçosa do Ceará,IBIAPABA,531.9,1009,89.7
MUQUEM,Independência,SERTAO CENTRAL E INHAMUNS,0,1008,0
PARAISO,Catunda,SERTAO CENTRAL E INHAMUNS,516.3,1008,95.2
URUBURETAMA,Uruburetama,LITORAL DE PECEM,1049,1005.8,-4.1
PENTECOSTE,Pentecoste,LITORAL DE PECEM,746.2,1005.4,34.7
IPU,Ipu,IBIAPABA,1002,1003.8,0.2
QUITERIANOPOLIS,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,699.1,1002.7,43.4
LIMOEIRO,Guaraciaba do Norte,IBIAPABA,637.6,1000.4,56.9
ACUDE CARAO,Tamboril,SERTAO CENTRAL E INHAMUNS,0,999.1,0
SITIO BONSUCESSO,Jardim,CARIRI,0,998.5,0
LAGOA DO CARNEIRO,Acaraú,LITORAL NORTE,849.5,998.4,17.5
MORRINHOS,Morrinhos,LITORAL NORTE,842.2,996,18.3
SAO JOSE DO FAMA,Iracema,JAGUARIBANA,647.7,995,53.6
ICAPUI,Icapuí,JAGUARIBANA,942.3,994,5.5
CANAUNA,Ipaumirim,CARIRI,847.9,993,17.1
MANGABEIRA,Lavras da Mangabeira,CARIRI,791.2,992.8,25.5
QUIXERE,Quixeré,JAGUARIBANA,671.5,992.7,47.8
POTENGI,Potengi,SERTAO CENTRAL E INHAMUNS,682.9,992.5,45.3
CRATEUS,Crateús,SERTAO CENTRAL E INHAMUNS,704.1,991,40.8
SITIO TIMBAUBA MACORE,Russas,JAGUARIBANA,716.3,988.3,38
MANITUBA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,588.9,987.6,67.7
POCO DO PAU,Brejo Santo,CARIRI,667.9,985.8,47.6
NOVA RUSSAS,Nova Russas,IBIAPABA,779.7,983,26.1
TARRAFAS,Tarrafas,SERTAO CENTRAL E INHAMUNS,673.1,981.5,45.8
SITIO VAMBIRA,Viçosa do Ceará,IBIAPABA,834.7,980.3,17.4
ARNEIROZ,Arneiroz,SERTAO CENTRAL E INHAMUNS,631.7,978.5,54.9
LAGOA GRANDE,Russas,JAGUARIBANA,449.3,976,117.2
CHOROZINHO,Chorozinho,LITORAL DE FORTALEZA,833.7,972,16.6
CRUZ,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,435.4,971,123
SANTA QUITERIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,754.7,970.2,28.6
PEDRA BRANCA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,813.7,969,19.1
JACUIPE NASCENTE,Amontada,LITORAL NORTE,0,968.5,0
CARVOEIRO,Itarema,LITORAL NORTE,748.5,967,29.2
UMIRIM,Umirim,LITORAL DE PECEM,830.9,966.3,16.3
TEJUCUOCA,Tejuçuoca,LITORAL DE PECEM,587.3,963,64
OLIVEIRA,Tamboril,SERTAO CENTRAL E INHAMUNS,542.9,963,77.4
JUREMA,General Sampaio,LITORAL DE PECEM,356,960.2,169.8
CAIOCA,Sobral,LITORAL NORTE,651.8,958.5,47.1
MARARUPA,Mauriti,CARIRI,619.1,958,54.7
APUIARES,Apuiarés,LITORAL DE PECEM,794,957,20.5
EMA,Iracema,JAGUARIBANA,646.5,954.3,47.6
TABULEIRO DO NORTE,Tabuleiro do Norte,JAGUARIBANA,713.6,951.1,33.3
CATUNDA,Catunda,SERTAO CENTRAL E INHAMUNS,682.7,949.4,39.1
ELEVATORIO - COGERH,Itaiçaba,JAGUARIBANA,778.7,947.3,21.7
MISSI,Irauçuba,LITORAL DE PECEM,582.4,947,62.6
TRUSSU,Acopiara,SERTAO CENTRAL E INHAMUNS,686.1,944.9,37.7
MORADA NOVA,Morada Nova,JAGUARIBANA,704.4,944.6,34.1
VERA CRUZ,Tauá,SERTAO CENTRAL E INHAMUNS,508.8,942.9,85.3
JARDIM,Jardim,CARIRI,726.5,940,29.4
BELEM,Crateús,SERTAO CENTRAL E INHAMUNS,0,939.5,0
BAU,Iguatu,SERTAO CENTRAL E INHAMUNS,825,937.6,13.7
SITIO BAIXA GRANDE,Crateús,SERTAO CENTRAL E INHAMUNS,0,934.6,0
TRAPIA,Forquilha,IBIAPABA,573.5,934,62.9
AMARO,Assaré,SERTAO CENTRAL E INHAMUNS,0,934,0
BETANIA,Hidrolândia,IBIAPABA,672,933.1,38.9
JAGUARETAMA,Jaguaretama,JAGUARIBANA,875.3,933,6.6
RIACHO DO ALGODAO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,932,0
SERRAGEM,Ocara,MACICO DE BATURITE,639.9,931.5,45.6
FAZENDA GRACINHA,Crateús,SERTAO CENTRAL E INHAMUNS,540.4,931,72.3
VILA SAO GONCALO-MARROCOS,Juazeiro do Norte,CARIRI,657.7,929,41.3
SITIO SACO,Milagres,CARIRI,0,928.7,0
GENERAL SAMPAIO,General Sampaio,LITORAL DE PECEM,815.9,928.4,13.8
ARARENDA,Ararendá,IBIAPABA,637.5,927.7,45.5
CONCEICAO,Hidrolândia,IBIAPABA,803.7,923.4,14.9
SINHA SABOIA,Sobral,LITORAL NORTE,758.2,923.3,21.8
BOQUEIRAO DO CESARIO,Beberibe,LITORAL DE FORTALEZA,518.4,921,77.7
MARRUAS DOS PAIVA,Ipu,IBIAPABA,0,918.1,0
RAIMUNDO MARTINS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,519.9,916,76.2
SANTANA DO CARIRI,Santana do Cariri,CARIRI,898.8,915.5,1.9
SAO BERNARDO,Canindé,SERTAO CENTRAL E INHAMUNS,0,915.4,0
MATA FRESCA,Aracati,JAGUARIBANA,579.8,915,57.8
NOVA FLORESTA,Jaguaribe,JAGUARIBANA,597.1,909.2,52.3
CANINDEZINHO,Potiretama,JAGUARIBANA,679.3,908,33.7
COMUNIDADE GROSSAS,Pereiro,JAGUARIBANA,896.6,907.6,1.2
LAGOA DE SANTO ANTONIO,Ararendá,IBIAPABA,0,906.2,0
CANAFISTULA,Iracema,JAGUARIBANA,0,904,0
BAIXA FRIA,Canindé,SERTAO CENTRAL E INHAMUNS,0,903.5,0
TAPERUABA,Sobral,LITORAL NORTE,463.1,903,95
PASSAGEM - FOGAREIRO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,557.7,901.8,61.7
MARRUAS,Tauá,SERTAO CENTRAL E INHAMUNS,252.2,901,257.3
BARRA DE SITIA,Banabuiú,JAGUARIBANA,633.6,900.8,42.2
CAPIM 1,Groaíras,IBIAPABA,0,898,0
IRAUCUBA,Irauçuba,LITORAL DE PECEM,456.7,898,96.6
RIACHO VERDE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,897.5,0
AIUABA,Aiuaba,SERTAO CENTRAL E INHAMUNS,572.7,892.2,55.8
ACUDE TRAPIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,734.8,891.7,21.4
JATI,Jati,CARIRI,722.3,891.4,23.4
BORGES,Jaguaruana,JAGUARIBANA,478.7,889,85.7
AQUINOPOLES,Jaguaribe,JAGUARIBANA,657.6,887,34.9
LAGOA DA SERRA,Morada Nova,JAGUARIBANA,764.8,886.2,15.9
PORTEIRAS,Porteiras,CARIRI,816.6,884.7,8.3
NOVO ASSIS,Parambu,SERTAO CENTRAL E INHAMUNS,417.7,883.8,111.6
UBAUNA,Coreaú,IBIAPABA,598.2,882.4,47.5
PACUJA,Pacujá,IBIAPABA,974.8,881.7,-9.6
STA. RITA DOS GALDINOS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,508.1,881.5,73.5
BELEM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,613.6,880,43.4
SAO MIGUEL,Quixeramobim,SERTAO CENTRAL E INHAMUNS,621.8,880,41.5
SITIO MALHADA,Limoeiro do Norte,JAGUARIBANA,751.3,877.5,16.8
AC. AMANARY,Maranguape,LITORAL DE FORTALEZA,48.7,877.5,1701.9
SANTA TEREZA,Tauá,SERTAO CENTRAL E INHAMUNS,516.6,877,69.8
SITIO CATOLÉ DA PISTA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,875.3,0
ARACOIABA,Aracoiaba,MACICO DE BATURITE,924.3,874.2,-5.4
FAZENDA NITEROI,Ibaretama,SERTAO CENTRAL E INHAMUNS,845.4,873.8,3.4
CASA DE PEDRA,Pentecoste,LITORAL DE PECEM,760.7,873,14.8
ARUARU,Morada Nova,JAGUARIBANA,521.8,869.8,66.7
MONSENHOR TABOSA,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,669.6,868.8,29.8
BOA VIAGEM,Boa Viagem,SERTAO CENTRAL E INHAMUNS,661.4,868,31.2
BARRINHA,Icapuí,JAGUARIBANA,387.3,867,123.9
AC. PEDRAS BRANCAS,Quixadá,SERTAO CENTRAL E INHAMUNS,274.5,866.9,215.9
RETIRO GRANDE,Icapuí,JAGUARIBANA,829.4,863.3,4.1
ACUDE BATENTE,Ocara,MACICO DE BATURITE,0,862,0
FAZENDA LACRAIA,Morada Nova,JAGUARIBANA,706.7,860.4,21.8
BAIXIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,433.3,859.1,98.3
PALHANO,Palhano,JAGUARIBANA,718.3,859,19.6
RADAR QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,857.1,0
BONFIM,Sobral,LITORAL NORTE,697.2,855.8,22.7
FLAMENGO,Saboeiro,SERTAO CENTRAL E INHAMUNS,741.9,854.2,15.1
