Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
FIGUEIREDO,Catarina,SERTAO CENTRAL E INHAMUNS,0,728,0
AC. PEDRAS BRANCAS,Quixadá,SERTAO CENTRAL E INHAMUNS,274.5,725.9,164.5
BIXOPA,Limoeiro do Norte,JAGUARIBANA,621.9,725.1,16.6
CATARINA,Catarina,SERTAO CENTRAL E INHAMUNS,689.4,725,5.2
SAO MONTE ALEGRE,Tamboril,SERTAO CENTRAL E INHAMUNS,554.5,725,30.7
ERERE,Ererê,JAGUARIBANA,808.8,724,-10.5
TAPERUABA,Sobral,LITORAL NORTE,463.1,723.5,56.2
POTENGI,Potengi,SERTAO CENTRAL E INHAMUNS,682.9,723.4,5.9
GIQUI,Jaguaruana,JAGUARIBANA,564.3,722,28
VILA ALECRIM,Potengi,SERTAO CENTRAL E INHAMUNS,0,722,0
PAU FERRO,Madalena,SERTAO CENTRAL E INHAMUNS,306.7,720,134.8
FAZENDA CAJAZEIRA,Madalena,SERTAO CENTRAL E INHAMUNS,381,719,88.7
CAIOCA,Sobral,LITORAL NORTE,651.8,718.5,10.2
ESTACAO ECOLOGICA,Aiuaba,SERTAO CENTRAL E INHAMUNS,481.8,718.2,49.1
VILA ESCONDIDO,Potengi,SERTAO CENTRAL E INHAMUNS,0,718,0
CARIUTABA,Farias Brito,CARIRI,774.9,717.2,-7.5
SITIO TRANQUEIRA,Lavras da Mangabeira,CARIRI,0,715.8,0
ACUDE JATOBA II,Ipueiras,IBIAPABA,0,715.8,0
BANABUIU,Banabuiú,JAGUARIBANA,673.8,715.7,6.2
ACUDE SANTA MARIA,Ererê,JAGUARIBANA,0,715.1,0
ITAPIUNA,Itapiúna,MACICO DE BATURITE,747.3,715,-4.3
MORADA NOVA,Morada Nova,JAGUARIBANA,704.4,714.2,1.4
NOVA FLORESTA,Jaguaribe,JAGUARIBANA,597.1,713.2,19.4
PIEDADE,Boa Viagem,SERTAO CENTRAL E INHAMUNS,316.5,713,125.3
ACUDE PIRABIBU,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,713,0
PALHANO,Palhano,JAGUARIBANA,718.3,707.5,-1.5
CAICARINHA,Choró,SERTAO CENTRAL E INHAMUNS,482.2,706.9,46.6
MARRUAS,Tauá,SERTAO CENTRAL E INHAMUNS,252.2,706.2,180
COMUNIDADE VALDIVINO,Milagres,CARIRI,0,705.2,0
MORRINHOS NOVOS,Guaraciaba do Norte,IBIAPABA,541.1,704.8,30.3
ACUDE CIPOADA,Morada Nova,JAGUARIBANA,0,704.8,0
ENGENHO VELHO,Barro,CARIRI,686.9,702.9,2.3
JAGUARIBARA,Jaguaribara,JAGUARIBANA,723.8,701.8,-3
ESPERANCA,Canindé,SERTAO CENTRAL E INHAMUNS,628.8,700.4,11.4
CANINDE,Canindé,SERTAO CENTRAL E INHAMUNS,597.5,700.2,17.2
CACHOEIRA DO FOGO,Independência,SERTAO CENTRAL E INHAMUNS,458.6,699,52.4
AÇUDE FIGUEIREDO,Iracema,JAGUARIBANA,0,698.3,0
ASSENTAMENTO NOVO CANAA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,697.3,0
JUREMA,Paramoti,LITORAL DE PECEM,0,696.9,0
POCO DO PAU,Brejo Santo,CARIRI,667.9,696.6,4.3
PARIPUEIRA,Beberibe,LITORAL DE FORTALEZA,674.8,695.4,3.1
JAGUARUANA,Jaguaruana,JAGUARIBANA,703.2,691.6,-1.7
JACUIPE NASCENTE,Amontada,LITORAL NORTE,0,690.5,0
CAPIM GROSSO,Russas,JAGUARIBANA,692.6,690,-0.4
FAZENDA COQUE,Jaguaretama,JAGUARIBANA,733.4,683.9,-6.8
JAGUARIBE,Jaguaribe,JAGUARIBANA,727.1,683.5,-6
SANTA TEREZA,Croatá,IBIAPABA,567.3,682.8,20.4
OLIVEIRA,Tamboril,SERTAO CENTRAL E INHAMUNS,542.9,682,25.6
FAZENDA NOVA,Aiuaba,SERTAO CENTRAL E INHAMUNS,488.2,681.2,39.5
PARAISO,Catunda,SERTAO CENTRAL E INHAMUNS,516.3,681,31.9
TRUSSU,Acopiara,SERTAO CENTRAL E INHAMUNS,686.1,680.5,-0.8
AIUABA,Aiuaba,SERTAO CENTRAL E INHAMUNS,572.7,680.4,18.8
SAO JOAQUIM,Itapajé,LITORAL DE PECEM,533.9,679.4,27.3
FAZENDA MALAQUIAS,Tejuçuoca,LITORAL DE PECEM,517.6,679,31.2
EIXAO 2,Morada Nova,JAGUARIBANA,0,678.1,0
CEDRO,Cedro,CARIRI,920.6,676.8,-26.5
SAO VICENTE,Icó,JAGUARIBANA,577.4,675,16.9
BOA AGUA,Morada Nova,JAGUARIBANA,754.8,675,-10.6
BAIXA FRIA,Canindé,SERTAO CENTRAL E INHAMUNS,0,674,0
PORANGA,Poranga,IBIAPABA,582.4,671,15.2
CARNAUBAL,Carnaubal,IBIAPABA,638.1,670.2,5
SITIO FORQUILHA - COGERH,Beberibe,LITORAL DE FORTALEZA,598.6,669.8,11.9
LAGOA DO PORCO,Madalena,SERTAO CENTRAL E INHAMUNS,0,669.6,0
ACUDE BATENTE,Ocara,MACICO DE BATURITE,0,669,0
VICOSA 01,Maranguape,LITORAL DE FORTALEZA,0,668.5,0
OCARA,Ocara,MACICO DE BATURITE,656.7,666.9,1.6
IAPI,Independência,SERTAO CENTRAL E INHAMUNS,400.6,664,65.8
FAZ.BELO HORIZONTE,Tauá,SERTAO CENTRAL E INHAMUNS,0,661.8,0
AGUA VERMELHA,Milagres,CARIRI,0,661.2,0
PARAZINHO,Granja,LITORAL NORTE,1031.5,660.8,-35.9
BARRO,Barro,CARIRI,823.1,660.2,-19.8
DESEJO,Independência,SERTAO CENTRAL E INHAMUNS,640.6,659.8,3
TAUA,Tauá,SERTAO CENTRAL E INHAMUNS,547,654.2,19.6
APUIARES,Apuiarés,LITORAL DE PECEM,794,653.1,-17.8
QUITERIANOPOLIS,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,699.1,652.7,-6.6
JARDIM MIRIM,Jardim,CARIRI,647,651.4,0.7
MANITUBA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,588.9,651.3,10.6
LACERDA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,522.6,651,24.6
CURATIS,Tamboril,SERTAO CENTRAL E INHAMUNS,474.2,651,37.3
SITIO SEVERO,Jaguaribe,JAGUARIBANA,488.8,648.2,32.6
CUSTODIO,Quixadá,SERTAO CENTRAL E INHAMUNS,576.1,645.8,12.1
BETANIA,Hidrolândia,IBIAPABA,672,644.6,-4.1
SAO JOSE DO FAMA,Iracema,JAGUARIBANA,647.7,643,-0.7
SALITRE,Salitre,SERTAO CENTRAL E INHAMUNS,509.4,642.4,26.1
POTIRETAMA,Potiretama,JAGUARIBANA,651.5,642,-1.5
QUIXABINHA,Mauriti,CARIRI,334.9,641,91.4
RETIRO GRANDE,Icapuí,JAGUARIBANA,829.4,639.8,-22.9
SANTO ANTONIO DA PINDOBA,Ibiapina,IBIAPABA,0,638.7,0
ARACATIACU,Sobral,LITORAL NORTE,487.1,638.3,31.1
BAIXIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,433.3,638,47.3
RAIMUNDO MARTINS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,519.9,637.4,22.6
AC. JOAQUIM TAVORA,Jaguaribe,JAGUARIBANA,45.5,637.2,1299.4
SABONETE,Madalena,SERTAO CENTRAL E INHAMUNS,0,637.2,0
AEROPORTO(IGUATU),Iguatu,SERTAO CENTRAL E INHAMUNS,260.4,636.5,144.4
FEITICEIRO,Jaguaribe,JAGUARIBANA,537.5,633.2,17.8
JUA,Irauçuba,LITORAL DE PECEM,463.7,628.5,35.6
BOQUEIRAO,Sobral,LITORAL NORTE,798.9,628.1,-21.4
FLORES,Ipu,IBIAPABA,690.5,627.5,-9.1
TARRAFAS,Tarrafas,SERTAO CENTRAL E INHAMUNS,673.1,626,-7
MAURITI,Mauriti,CARIRI,755.7,624,-17.4
LAGOA DA SERRA,Morada Nova,JAGUARIBANA,764.8,622.9,-18.6
QUIXADA,Quixadá,SERTAO CENTRAL E INHAMUNS,706.4,622.8,-11.8
GENERAL SAMPAIO,General Sampaio,LITORAL DE PECEM,815.9,620.4,-24
SITIO LIMA,São João do Jaguaribe,JAGUARIBANA,0,618,0
MONTEIRO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,611.4,615,0.6
OROS,Orós,JAGUARIBANA,808.4,613.2,-24.2
ALTO SANTO,Alto Santo,JAGUARIBANA,733.3,608.8,-17
VILA SANTO ANTONIO,Crateús,SERTAO CENTRAL E INHAMUNS,582.8,608,4.3
BELEM,Crateús,SERTAO CENTRAL E INHAMUNS,0,606,0
TAPUIARA,Quixadá,SERTAO CENTRAL E INHAMUNS,621.2,605,-2.6
INDEPENDENCIA,Independência,SERTAO CENTRAL E INHAMUNS,579.4,600.8,3.7
SEBASTIAO DE ABREU,Pentecoste,LITORAL DE PECEM,626.1,598.6,-4.4
AÇUDE EDSON QUEIROZ,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,597.3,0
AC. OROS,Orós,JAGUARIBANA,359.8,596.6,65.8
CARMELOPOLES,Campos Sales,SERTAO CENTRAL E INHAMUNS,662.1,595.4,-10.1
MARRECAS,Tauá,SERTAO CENTRAL E INHAMUNS,480.2,592,23.3
BARAO DE AQUIRAZ,Campos Sales,SERTAO CENTRAL E INHAMUNS,443.7,590.6,33.1
SERROTE BRANCO,Jaguaretama,JAGUARIBANA,678.5,588.2,-13.3
ARROJADO,Lavras da Mangabeira,CARIRI,336.5,587,74.5
ICAPUI,Icapuí,JAGUARIBANA,942.3,585,-37.9
CRATEUS,Crateús,SERTAO CENTRAL E INHAMUNS,704.1,584.7,-17
ARNEIROZ,Arneiroz,SERTAO CENTRAL E INHAMUNS,631.7,578.2,-8.5
FAZ.REALEZA,Independência,SERTAO CENTRAL E INHAMUNS,0,578,0
SAO BERNARDO,Canindé,SERTAO CENTRAL E INHAMUNS,0,574.9,0
COMUNIDADE BAIXA UMBURANA,Alto Santo,JAGUARIBANA,619.3,574,-7.3
SITIO MACAPA,Jati,CARIRI,0,570.9,0
MARARUPA,Mauriti,CARIRI,619.1,570,-7.9
JATI,Jati,CARIRI,722.3,566,-21.6
RIACHãO DE CIMA,Tamboril,SERTAO CENTRAL E INHAMUNS,0,566,0
CACIMBAS,Cariré,IBIAPABA,0,563,0
SANTO ANTôNIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,0,563,0
BARRINHA,Icapuí,JAGUARIBANA,387.3,562,45.1
LOGRADOURO,Independência,SERTAO CENTRAL E INHAMUNS,0,561,0
CROATA,Croatá,IBIAPABA,526.3,560.7,6.5
ALGODOES,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,410.9,559,36.1
FAZENDA PAU D'ARCO,Itapipoca,LITORAL DE PECEM,680.5,552.1,-18.9
EMATUBA,Independência,SERTAO CENTRAL E INHAMUNS,475.2,551,15.9
CARRAPATEIRAS,Tauá,SERTAO CENTRAL E INHAMUNS,451.6,550.2,21.8
NOVO ASSIS,Parambu,SERTAO CENTRAL E INHAMUNS,417.7,550,31.7
ACUDE ANGICOS,Frecheirinha,IBIAPABA,0,547,0
SABOEIRO,Saboeiro,SERTAO CENTRAL E INHAMUNS,613.7,546.1,-11
IFCE QUIXADA,Quixadá,SERTAO CENTRAL E INHAMUNS,0,543.3,0
JARDIM,Jardim,CARIRI,726.5,543,-25.3
LAGOA DO MATO,Itatira,SERTAO CENTRAL E INHAMUNS,546.5,543,-0.6
FAZENDA IEMEM,Mombaça,SERTAO CENTRAL E INHAMUNS,0,541,0
ACUDE RIACHO DA SERRA,Alto Santo,JAGUARIBANA,0,539,0
ACUDE MADEIRO,Pereiro,JAGUARIBANA,0,535.5,0
AC. ARARAS,Varjota,IBIAPABA,376.2,534.3,42
STA. RITA DOS GALDINOS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,508.1,533.5,5
AC. RIACHO DO SANGUE,Solonópole,SERTAO CENTRAL E INHAMUNS,243.6,533.1,118.8
FAZENDA LAGOA DAS MERCES,Itapipoca,LITORAL DE PECEM,756,531.7,-29.7
SITIO SAO PEDRO,Ipaumirim,CARIRI,0,530.9,0
QUIXERE,Quixeré,JAGUARIBANA,671.5,529.4,-21.2
CEDRO,Aiuaba,SERTAO CENTRAL E INHAMUNS,435.8,527,20.9
AC. CEDRO,Quixadá,SERTAO CENTRAL E INHAMUNS,282.8,525.9,86
ITATIRA,Itatira,SERTAO CENTRAL E INHAMUNS,635.7,520.1,-18.2
SITIO MILHANS,Salitre,SERTAO CENTRAL E INHAMUNS,0,519.2,0
CHAPADA DO ALEGRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,511.5,0
CAPITAO MOR,Pedra Branca,SERTAO CENTRAL E INHAMUNS,0,511.1,0
DEP. IRAPUAN PINHEIRO,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,790.5,509,-35.6
VICOSA 02,Maranguape,LITORAL DE FORTALEZA,0,508.9,0
SACO DO BELEM,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,236.5,507.1,114.4
SITIO QUENQUELERE,Potengi,SERTAO CENTRAL E INHAMUNS,0,505.5,0
JUREMA,General Sampaio,LITORAL DE PECEM,356,504,41.6
SITIO BONSUCESSO,Jardim,CARIRI,0,503.9,0
CACHOEIRA DE FORA,Arneiroz,SERTAO CENTRAL E INHAMUNS,438.2,499.3,13.9
PATOS,Sobral,LITORAL NORTE,0,499,0
FECHADO,Catarina,SERTAO CENTRAL E INHAMUNS,0,498.5,0
IBUGUACU,Granja,LITORAL NORTE,715,498.3,-30.3
SERROTA,Senador Sá,LITORAL NORTE,676.9,497,-26.6
NENELANDIA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,493.3,0
IRAUCUBA,Irauçuba,LITORAL DE PECEM,456.7,492.3,7.8
RECIFE,Independência,SERTAO CENTRAL E INHAMUNS,446.4,490,9.8
ALTAMIRA,Tauá,SERTAO CENTRAL E INHAMUNS,394.6,489,23.9
INB ITATAIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,488.2,0
BOM NOME,Aiuaba,SERTAO CENTRAL E INHAMUNS,546.5,484.7,-11.3
CAMPOS SALES,Campos Sales,SERTAO CENTRAL E INHAMUNS,567.9,482.3,-15.1
SANTA TEREZA,Tauá,SERTAO CENTRAL E INHAMUNS,516.6,477,-7.7
ACUDE POCO DE PEDRAS,Campos Sales,SERTAO CENTRAL E INHAMUNS,0,461.8,0
AEROPORTO(CRATEUS),Crateús,SERTAO CENTRAL E INHAMUNS,559.5,456,-18.5
SANTANA,Poranga,IBIAPABA,440.2,440.5,0.1
SANTA TEREZINHA,Crateús,SERTAO CENTRAL E INHAMUNS,446.8,439,-1.8
APRAZIVEL,Sobral,LITORAL NORTE,531.5,437,-17.8
ANTONINA DO NORTE,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,633.2,435,-31.3
SAO JOAO DO TRISSI,Tauá,SERTAO CENTRAL E INHAMUNS,471.4,433,-8.2
BILHEIRA,Sobral,LITORAL NORTE,593.2,426.2,-28.2
CASTANHAO,Alto Santo,JAGUARIBANA,664.5,424,-36.2
ASSENTAMENTO PAPEL,Paramoti,LITORAL DE PECEM,0,416,0
JANDRANGOEIRA,Independência,SERTAO CENTRAL E INHAMUNS,340.6,416,22.1
MATA FRESCA,Aracati,JAGUARIBANA,579.8,413.4,-28.7
SAO JOSE DAS LONTRAS,Ipueiras,IBIAPABA,434,402.3,-7.3
ACUDE POTIRETAMA,Potiretama,JAGUARIBANA,0,393,0
CANABRAVA-COCOCI,Parambu,SERTAO CENTRAL E INHAMUNS,575.4,381,-33.8
ACUDE SAO JOSE I,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,379,0
COMUNIDADE LEMOS,Pentecoste,LITORAL DE PECEM,669.3,360,-46.2
AC. TRICI,Tauá,SERTAO CENTRAL E INHAMUNS,239,332,38.9
DOM MAURICIO,Quixadá,SERTAO CENTRAL E INHAMUNS,0,329.1,0
BONFIM,Sobral,LITORAL NORTE,697.2,319.4,-54.2
FAZENDA MORADA NOVA,Acopiara,SERTAO CENTRAL E INHAMUNS,579.3,318,-45.1
AC. VARZEA DO BOI,Tauá,SERTAO CENTRAL E INHAMUNS,361.7,271.2,-25
FAZENDA NOVA,Tamboril,SERTAO CENTRAL E INHAMUNS,0,250,0
SITIO VARZEA REDONDA,Guaraciaba do Norte,IBIAPABA,547,247.5,-54.8
FAZENDA TAPUIO,Crateús,SERTAO CENTRAL E INHAMUNS,0,246,0
DOM QUINTINO,Crato,CARIRI,734.5,244,-66.8
ACUDE SAO JOSE II,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,226,0
SAO JOSE,Carnaubal,IBIAPABA,622.3,183,-70.6
PARQUE SAO JOAO,Maracanaú,LITORAL DE FORTALEZA,0,177.4,0
URUAU CARRAPICHO,Beberibe,LITORAL DE FORTALEZA,0,139,0
JORDAO,Sobral,LITORAL NORTE,940,132.6,-85.9
LISIEUX,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,104.3,0
AC. FAVELAS,Tauá,SERTAO CENTRAL E INHAMUNS,292.3,63,-78.4
CRIOULAS,Pereiro,JAGUARIBANA,609,35,-94.3
PATRIARCA,Sobral,LITORAL NORTE,681.9,31,-95.5
QUITAIUS,Lavras da Mangabeira,CARIRI,941.3,26.9,-97.1
SAO JOSE DO TORTO,Sobral,LITORAL NORTE,608.4,23,-96.2
RAFAEL ARRUDA,Sobral,LITORAL NORTE,621.2,18,-97.1
MUQUEM,Independência,SERTAO CENTRAL E INHAMUNS,0,14,0
SITIOS NOVOS,Caucaia,LITORAL DE FORTALEZA,551.4,13,-97.6
MUSEU RODOLFO TEOFILO,Maracanaú,LITORAL DE FORTALEZA,26.2,10.4,-60.3
GRANJEIRO,Granjeiro,CARIRI,967.6,N.I.,N.I.
SOLEDADE,Aurora,CARIRI,0,0,0
POCO GRANDE,Jucás,CARIRI,565.1,N.I.,N.I.
SAO MIGUEL,Mauriti,CARIRI,730.6,N.I.,N.I.
LAGEDO,Cedro,CARIRI,618.6,N.I.,N.I.
TRAPIA,Forquilha,IBIAPABA,573.5,N.I.,N.I.
FAZENDA BOM PASTOR,Coreaú,IBIAPABA,0,N.I.,N.I.
VARJOTA,Varjota,IBIAPABA,897.3,N.I.,N.I.
LAMBEDOURO,Viçosa do Ceará,IBIAPABA,0,N.I.,N.I.
AEROPORTO,São Benedito,IBIAPABA,0,N.I.,N.I.
DAMIAO,Ipu,IBIAPABA,0,N.I.,N.I.
MARRUAS DOS PAIVA,Ipu,IBIAPABA,0,N.I.,N.I.
POCO DA AREIA,Ubajara,IBIAPABA,475.3,N.I.,N.I.
SARGENTO,Jaguaruana,JAGUARIBANA,0,N.I.,N.I.
AQUINOPOLES,Jaguaribe,JAGUARIBANA,657.6,N.I.,N.I.
LIMA CAMPOS,Icó,JAGUARIBANA,182.5,N.I.,N.I.
SAO JOAO DO JAGUARIBE,São João do Jaguaribe,JAGUARIBANA,705.7,N.I.,N.I.
SÍTIO SÃO PEDRO,Jaguaretama,JAGUARIBANA,529.3,N.I.,N.I.
CARAUBAS,Alto Santo,JAGUARIBANA,480.6,N.I.,N.I.
CORREGO ESPERANÇA,Palhano,JAGUARIBANA,0,N.I.,N.I.
PEIXE GORDO,Icapuí,JAGUARIBANA,717.4,N.I.,N.I.
PATOS,Morada Nova,JAGUARIBANA,635.9,N.I.,N.I.
SITIO CAMPO LIMPO,Russas,JAGUARIBANA,0,N.I.,N.I.
TOME VIEIRA,Ererê,JAGUARIBANA,864.6,N.I.,N.I.
PATOS DOS LIBERATOS,Chorozinho,LITORAL DE FORTALEZA,438.3,N.I.,N.I.
JUBAIA,Maranguape,LITORAL DE FORTALEZA,836.4,N.I.,N.I.
PACO MUNICIPAL,Itaitinga,LITORAL DE FORTALEZA,0,N.I.,N.I.
SEMAN,Itaitinga,LITORAL DE FORTALEZA,0,N.I.,N.I.
ITAIPABA,Pacajus,LITORAL DE FORTALEZA,872.2,N.I.,N.I.
AC. PEREIRA DE MIRANDA,Pentecoste,LITORAL DE PECEM,232,N.I.,N.I.
BOA VISTA DO CAXITORE,Irauçuba,LITORAL DE PECEM,211.6,N.I.,N.I.
FAZENDA SÃO DOMINGOS,Tururu,LITORAL DE PECEM,0,N.I.,N.I.
Cemoaba,Tururu,LITORAL DE PECEM,0,N.I.,N.I.
MORAUJO,Moraújo,LITORAL NORTE,1041.2,N.I.,N.I.
ICARAI DE AMONTADA,Amontada,LITORAL NORTE,944.2,N.I.,N.I.
ARACATIARA,Amontada,LITORAL NORTE,621.6,N.I.,N.I.
JATOBA,Camocim,LITORAL NORTE,816,N.I.,N.I.
SOBRAL,Sobral,LITORAL NORTE,893.7,N.I.,N.I.
AEROPORTO(SOBRAL),Sobral,LITORAL NORTE,510,N.I.,N.I.
CENTRO DE TREINAMENTO,Sobral,LITORAL NORTE,844.4,N.I.,N.I.
SALGADO DOS MACHADOS,Sobral,LITORAL NORTE,667.3,N.I.,N.I.
CAMPANARIO,Uruoca,LITORAL NORTE,1000,N.I.,N.I.
SITIO FERNANDES,Aratuba,MACICO DE BATURITE,0,N.I.,N.I.
SAO JOSE,Barreira,MACICO DE BATURITE,923.2,N.I.,N.I.
SERENO DE CIMA,Ocara,MACICO DE BATURITE,739.6,N.I.,N.I.
SERRAGEM,Ocara,MACICO DE BATURITE,639.9,N.I.,N.I.
ARISCO DOS MARIANOS,Ocara,MACICO DE BATURITE,622.1,N.I.,N.I.
CARRAPATEIRA,Guaiúba,MACICO DE BATURITE,770.5,N.I.,N.I.
BOTIJA,Guaramiranga,MACICO DE BATURITE,0,N.I.,N.I.
SÍTIO SANTA ISABEL,Baturité,MACICO DE BATURITE,0,N.I.,N.I.
AMARO,Assaré,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
INHUPORANGA,Caridade,SERTAO CENTRAL E INHAMUNS,331.8,N.I.,N.I.
SAO DOMINGOS,Caridade,SERTAO CENTRAL E INHAMUNS,565.2,N.I.,N.I.
ITAGUA,Campos Sales,SERTAO CENTRAL E INHAMUNS,397.3,N.I.,N.I.
BARRA,Aiuaba,SERTAO CENTRAL E INHAMUNS,395.2,N.I.,N.I.
SALGADINHO,Madalena,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FAZENDA NITEROI,Ibaretama,SERTAO CENTRAL E INHAMUNS,845.4,N.I.,N.I.
MONTE SINAI,Independência,SERTAO CENTRAL E INHAMUNS,429.5,N.I.,N.I.
CACHOEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,316.5,N.I.,N.I.
BANDEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,628.4,N.I.,N.I.
FAZENDA MUTAMBA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,561.2,N.I.,N.I.
NOSSA SRA. DO LIVRAMENTO,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,418.2,N.I.,N.I.
BARREIROS,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,274,N.I.,N.I.
BARREIROS DE BAIXO,Potengi,SERTAO CENTRAL E INHAMUNS,384.7,N.I.,N.I.
CHACARA CRAVO E ROSA,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CAMPESTRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
SERRA DO BAIXIO DO MOCO,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
BOA ESPERANCA,Tamboril,SERTAO CENTRAL E INHAMUNS,543.6,N.I.,N.I.
ACUDE CARAO,Tamboril,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FAZENDA GRACINHA,Crateús,SERTAO CENTRAL E INHAMUNS,540.4,N.I.,N.I.
SITIO BAIXA GRANDE,Crateús,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
BOM JESUS,Tauá,SERTAO CENTRAL E INHAMUNS,277,N.I.,N.I.
Fazenda pedra vermelha,Tauá,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
