Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
PRATA,Bela Cruz,LITORAL NORTE,944.4,1170.4,23.9
IBICUA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,726.7,1170,61
CRATO,Crato,CARIRI,1121.6,1165.3,3.9
BASTIOES,Iracema,JAGUARIBANA,1025.6,1163.6,13.5
AÇUDE GANGORRA,Granja,LITORAL NORTE,0,1162.1,0
MESSEJANA,Fortaleza,LITORAL DE FORTALEZA,1200.1,1160.9,-3.3
ITAITINGA,Itaitinga,LITORAL DE FORTALEZA,1033.3,1160.5,12.3
NOVO MARACANAU,Maracanaú,LITORAL DE FORTALEZA,0,1160.5,0
CARIUS,Cariús,CARIRI,805.4,1160,44
ARANAU,Acaraú,LITORAL NORTE,906.8,1159.6,27.9
REDENCAO,Redenção,MACICO DE BATURITE,1139.7,1157.4,1.6
PINDORETAMA,Pindoretama,LITORAL DE FORTALEZA,1114.8,1151,3.3
SITIO SACO,Porteiras,CARIRI,0,1147,0
AC.SANTO ANTONIO BASTIOES,Iracema,JAGUARIBANA,0,1143,0
TIANGUA,Tianguá,IBIAPABA,1253.5,1138.4,-9.2
IGUATU,Iguatu,SERTAO CENTRAL E INHAMUNS,967,1131,17
ALTANEIRA,Altaneira,CARIRI,821.3,1130,37.6
SITIO PITUBA,Ibiapina,IBIAPABA,0,1123.4,0
JIJOCA DE JERICOACOARA,Jijoca de Jericoacoara,LITORAL NORTE,631.3,1118.5,77.2
AMANAIARA,Reriutaba,IBIAPABA,778.2,1117,43.5
FORTIM,Fortim,JAGUARIBANA,887.8,1111.5,25.2
BATATAS,Tururu,LITORAL DE PECEM,0,1110.8,0
VILA FEITOSA,Caririaçu,CARIRI,817.7,1109,35.6
CANA BRAVA DOS FERREIRAS,Granjeiro,CARIRI,0,1105.2,0
SANTANA DO ACARAU,Santana do Acaraú,LITORAL NORTE,831.1,1103.2,32.7
MILAGRES,Milagres,CARIRI,906.3,1101.8,21.6
SANTANA DO CARIRI,Santana do Cariri,CARIRI,898.8,1100.8,22.5
PEREIRO,Pereiro,JAGUARIBANA,979.8,1098,12.1
ITAPAJE,Itapajé,LITORAL DE PECEM,856.4,1095.6,27.9
JUCA,Cariré,IBIAPABA,0,1090.1,0
MACARAU,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,1089.4,0
ARARENDA,Ararendá,IBIAPABA,637.5,1088.8,70.8
ACARAPE,Acarape,MACICO DE BATURITE,999.5,1086,8.7
IRACEMA,Iracema,JAGUARIBANA,809.5,1083.4,33.8
GAMELEIRO DE S. SEBASTIAO,Missão Velha,CARIRI,880,1081.8,22.9
VERA CRUZ,Tauá,SERTAO CENTRAL E INHAMUNS,508.8,1081.2,112.5
AÇUDE VIEIRAO,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,1081,0
SALAO,Senador Sá,LITORAL NORTE,881.6,1079.4,22.4
SITIO TAUÃ DE BAIXO,Ibiapina,IBIAPABA,0,1077.8,0
RADAR QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,1076.9,0
INGAZEIRA,Aurora,CARIRI,821.6,1076.2,31
ACUDE SAO VICENTE,Santana do Acaraú,LITORAL NORTE,0,1076.2,0
MIRAIMA,Miraíma,LITORAL NORTE,678.3,1076,58.6
BARBALHA,Barbalha,CARIRI,1055,1071,1.5
FZ. AGUAPE,Itarema,LITORAL NORTE,856.8,1066.9,24.5
URUQUE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,895.1,1066.5,19.2
AÇUDE DIAMANTE,Coreaú,IBIAPABA,0,1066.1,0
OLHO DAGUA,Maranguape,LITORAL DE FORTALEZA,0,1066,0
IPAUMIRIM,Ipaumirim,CARIRI,908.4,1061.6,16.9
SITIO SAPUCAIA FAGUNDES,Aquiraz,LITORAL DE FORTALEZA,0,1058,0
SITIO CATOLÉ DA PISTA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,1056.2,0
SENADOR SA,Senador Sá,LITORAL NORTE,877.6,1056,20.3
BONFIM,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,623.8,1055.3,69.2
AMERICA,Ipueiras,IBIAPABA,877.9,1055,20.2
GUARIBAS,Acopiara,SERTAO CENTRAL E INHAMUNS,565.7,1054,86.3
BREJINHO,Barro,CARIRI,839.1,1052.1,25.4
TANQUES,Maranguape,LITORAL DE FORTALEZA,896.7,1048,16.9
BARRA DAS MOITAS,Amontada,LITORAL NORTE,0,1043.5,0
CARIRE,Cariré,IBIAPABA,868.1,1042.5,20.1
COMUNIDADE TERRA VERMELHA,Aurora,CARIRI,0,1040.6,0
AGROVILA,Aurora,CARIRI,0,1036.1,0
CAGADO,São Gonçalo do Amarante,LITORAL DE PECEM,0,1036,0
RIACHO VERDE,Várzea Alegre,CARIRI,856.2,1034,20.8
BARREIRA,Barreira,MACICO DE BATURITE,832,1033.4,24.2
BATURITE,Baturité,MACICO DE BATURITE,1053.4,1031.2,-2.1
AÇUDE MARTINÓPOLE,Martinópole,LITORAL NORTE,0,1027.6,0
FARIAS BRITO,Farias Brito,CARIRI,996.4,1026.4,3
SITIO VAMBIRA,Viçosa do Ceará,IBIAPABA,834.7,1024.9,22.8
NOVA BETANIA,Nova Russas,IBIAPABA,760.2,1021.1,34.3
TIAIA DE BAIXO,Granja,LITORAL NORTE,879.2,1021,16.1
CAPISTRANO,Capistrano,MACICO DE BATURITE,835.5,1021,22.2
ITAPEBUSSU,Maranguape,LITORAL DE FORTALEZA,666,1019.5,53.1
AEROPORTO DE ARACATI,Aracati,JAGUARIBANA,863.7,1011.6,17.1
LAGOA DO CARNEIRO,Acaraú,LITORAL NORTE,849.5,1010.6,19
BOA VISTA,Várzea Alegre,CARIRI,713.7,1010,41.5
MOMBACA,Mombaça,SERTAO CENTRAL E INHAMUNS,766.1,1009.7,31.8
PACAJUS,Pacajus,LITORAL DE FORTALEZA,918.4,1008,9.8
VARZEA ALEGRE,Várzea Alegre,CARIRI,992.1,1007.3,1.5
SITIO TIPI,Aurora,CARIRI,676.2,1000.6,48
LAVRAS DA MANGABEIRA,Lavras da Mangabeira,CARIRI,896.2,996.2,11.2
BARRO ALTO,Iguatu,SERTAO CENTRAL E INHAMUNS,586.6,993.5,69.4
SENADOR POMPEU,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,754.5,989.5,31.2
GRACA,Graça,IBIAPABA,1033.3,989,-4.3
TANGENTE,Massapê,LITORAL NORTE,750.8,989,31.7
CAPIM 1,Groaíras,IBIAPABA,0,987.9,0
QUIXELO,Quixelô,SERTAO CENTRAL E INHAMUNS,755.7,986.7,30.6
MATRIZ,Ipueiras,IBIAPABA,1034.4,985.7,-4.7
FRECHEIRINHA,Frecheirinha,IBIAPABA,871.3,982.5,12.8
ARACOIABA,Aracoiaba,MACICO DE BATURITE,924.3,980.4,6.1
TRAPIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,686.4,980.4,42.8
COREAU,Coreaú,IBIAPABA,1053.3,979.6,-7
SITIO SAO JOAO,Ipu,IBIAPABA,0,977.9,0
FAZENDA BOA VISTA,Itapiúna,MACICO DE BATURITE,0,975.4,0
FAZENDA NORMAL,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,972.2,0
ESCOLA PROF LUIZA TEODORO,Pacatuba,LITORAL DE FORTALEZA,0,971,0
HIDROLANDIA,Hidrolândia,IBIAPABA,815.8,970,18.9
MARCO,Marco,LITORAL NORTE,863.1,968.3,12.2
BOA VIAGEM,Boa Viagem,SERTAO CENTRAL E INHAMUNS,661.4,965.7,46
AC. SOBRAL,Sobral,LITORAL NORTE,11.7,965.5,8175.7
SITIO FAVEIRA,São Benedito,IBIAPABA,675.3,964.4,42.8
FAZENDA NAO ME DEIXE,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,964,0
IBARETAMA,Ibaretama,SERTAO CENTRAL E INHAMUNS,728.4,963.4,32.3
RUSSAS,Russas,JAGUARIBANA,731.8,963.2,31.6
AÇUDE ARREBITA,Forquilha,IBIAPABA,0,961,0
JUAZEIRO DO NORTE,Juazeiro do Norte,CARIRI,971.6,960,-1.2
BELA CRUZ,Bela Cruz,LITORAL NORTE,841.9,958,13.8
SERRA DA GUIA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,520.3,955.6,83.7
EMA,Iracema,JAGUARIBANA,646.5,954,47.6
UMIRIM,Umirim,LITORAL DE PECEM,830.9,952.6,14.6
FORQUILHA,Forquilha,IBIAPABA,725.6,952,31.2
MISSI,Irauçuba,LITORAL DE PECEM,582.4,949,62.9
NOVO GRANGEIRO,Granjeiro,CARIRI,0,947,0
AC. AMANARY,Maranguape,LITORAL DE FORTALEZA,48.7,946,1842.5
GAMELEIRA,Massapê,LITORAL NORTE,0,944.5,0
ITAREMA,Itarema,LITORAL NORTE,1137.6,943,-17.1
SANTO ANTONIO,Ipaumirim,CARIRI,0,941.4,0
SITIO URUBU,Coreaú,IBIAPABA,839,940,12
DIPAN-ESCRITORIO DO DNOCS,Varjota,IBIAPABA,0,939.6,0
PASSAGEM - FOGAREIRO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,557.7,939.4,68.4
ARACATI,Aracati,JAGUARIBANA,904.5,938.4,3.8
CANINDEZINHO,Nova Russas,IBIAPABA,448.4,936,108.8
BREJINHO,Araripe,SERTAO CENTRAL E INHAMUNS,631.2,934.8,48.1
BETANIA,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,581.2,934.5,60.8
MASSAPE,Massapê,LITORAL NORTE,949.7,930.9,-2
IPU,Ipu,IBIAPABA,1002,929.8,-7.2
LAGOA FUNDA,Beberibe,LITORAL DE FORTALEZA,1003.6,921.8,-8.2
CAMILOS,Meruoca,LITORAL NORTE,970.8,921.4,-5.1
RANCHO AGUA FRIA,Ibiapina,IBIAPABA,0,919.9,0
DOMINGOS DA COSTA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,488.4,917,87.8
IPAPORANGA,Ipaporanga,IBIAPABA,678.9,915.5,34.9
PEDRA BRANCA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,813.7,913.3,12.2
ASSARE,Assaré,SERTAO CENTRAL E INHAMUNS,688.2,912.3,32.6
RERIUTABA,Reriutaba,IBIAPABA,884.8,912,3.1
PACUJA,Pacujá,IBIAPABA,974.8,910.1,-6.6
MONSENHOR TABOSA,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,669.6,909.8,35.9
FURNAS,Aracoiaba,MACICO DE BATURITE,978.7,909.5,-7.1
FAZENDA LAGES,Trairi,LITORAL DE PECEM,1431.3,909,-36.5
QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,706.2,907.2,28.5
CAIXA,Acopiara,SERTAO CENTRAL E INHAMUNS,722.3,907,25.6
PIRES FERREIRA,Pires Ferreira,IBIAPABA,814.6,904.7,11.1
PRAIA DA BALEIA,Itapipoca,LITORAL DE PECEM,1127.3,904.6,-19.8
ROLDAO,Morada Nova,JAGUARIBANA,652,904.2,38.7
MORRINHOS,Morrinhos,LITORAL NORTE,842.2,903.9,7.3
SANTA QUITERIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,754.7,902.3,19.6
MINEIROLANDIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,744.9,902,21.1
SITIO CHAPADINHA,São Benedito,IBIAPABA,0,901.2,0
CHORO,Choró,SERTAO CENTRAL E INHAMUNS,730.5,900.9,23.3
CARVOEIRO,Itarema,LITORAL NORTE,748.5,898,20
ACOPIARA,Acopiara,SERTAO CENTRAL E INHAMUNS,744,898,20.7
PORTEIRAS,Porteiras,CARIRI,816.6,896.8,9.8
VILA SAO GONCALO-MARROCOS,Juazeiro do Norte,CARIRI,657.7,890.3,35.4
SAO SEBASTIAO,Cariús,CARIRI,516.3,889,72.2
PANACUI,Marco,LITORAL NORTE,742.2,884.2,19.1
CANINDEZINHO,Várzea Alegre,CARIRI,0,880.7,0
CASA DE PEDRA,Pentecoste,LITORAL DE PECEM,760.7,879,15.6
SERRA BOCA DA MATA L,Jardim,CARIRI,0,876.7,0
RIACHO VERDE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,876.2,0
PIQUET CARNEIRO,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,730.9,876,19.9
ANGICO,Cariús,CARIRI,767.3,874,13.9
ARATAMA,Assaré,SERTAO CENTRAL E INHAMUNS,658.1,873,32.7
IPUEIRAS,Ipueiras,IBIAPABA,933.1,872.2,-6.5
LOGRADOURO,Alto Santo,JAGUARIBANA,595.6,872,46.4
LIMOEIRO,Guaraciaba do Norte,IBIAPABA,637.6,871.5,36.7
SANTA CRUZ,Amontada,LITORAL NORTE,0,871,0
MUCAMBO,Mucambo,IBIAPABA,1005.9,870,-13.5
CRISTAIS,Cascavel,LITORAL DE FORTALEZA,721.8,868.3,20.3
CANAFISTULA,Iracema,JAGUARIBANA,0,868.1,0
DOM LEME,Santana do Cariri,CARIRI,0,868,0
TABAINHA,Tianguá,IBIAPABA,939.7,863.9,-8.1
JABURU,Independência,SERTAO CENTRAL E INHAMUNS,468.7,863,84.1
ACUDE DO GOVERNO,Iguatu,SERTAO CENTRAL E INHAMUNS,526.3,860.5,63.5
ICOZINHO,Icó,JAGUARIBANA,498.4,857.1,72
SANTA VITORIA - LAGES,Aurora,CARIRI,0,856.2,0
CURUPIRA,Ocara,MACICO DE BATURITE,689.5,856,24.1
MANGABEIRA,Lavras da Mangabeira,CARIRI,791.2,855.8,8.2
EBRON,Acopiara,SERTAO CENTRAL E INHAMUNS,534.2,854,59.9
FAZENDA LOGRADOURO,São João do Jaguaribe,JAGUARIBANA,587.6,853.5,45.3
COMUNIDADE GROSSAS,Pereiro,JAGUARIBANA,896.6,853.2,-4.8
ENCANTADO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,564.6,852.9,51.1
CUNCAS,Barro,CARIRI,439.4,852.8,94.1
CHOROZINHO,Chorozinho,LITORAL DE FORTALEZA,833.7,850.9,2.1
NOVA RUSSAS,Nova Russas,IBIAPABA,779.7,850.6,9.1
LAGOA GRANDE,Russas,JAGUARIBANA,449.3,850,89.2
CRUZ,Cruz,LITORAL NORTE,869.7,850,-2.3
ITAICABA,Itaiçaba,JAGUARIBANA,661.5,849.9,28.5
GROAIRAS,Groaíras,IBIAPABA,777.6,848.7,9.1
AURORA,Aurora,CARIRI,933.2,848.2,-9.1
CANAUNA,Ipaumirim,CARIRI,847.9,848,0
SANTO ANTONIO,Ararendá,IBIAPABA,318.4,847.2,166.1
SITIO MALHADA,Limoeiro do Norte,JAGUARIBANA,751.3,847.2,12.8
SERRA BREJINHO,Jardim,CARIRI,0,843,0
FAZENDA VARZEA ALEGRE,Madalena,SERTAO CENTRAL E INHAMUNS,591.9,841.5,42.2
LAGOA DE SANTO ANTONIO,Ararendá,IBIAPABA,0,839.4,0
CANINDEZINHO,Potiretama,JAGUARIBANA,679.3,839,23.5
SAO MIGUEL,Quixeramobim,SERTAO CENTRAL E INHAMUNS,621.8,839,34.9
FAZENDA LACRAIA,Morada Nova,JAGUARIBANA,706.7,837.1,18.5
SÃO JOÃO,Ererê,JAGUARIBANA,831.2,835,0.5
TUCUNS,Crateús,SERTAO CENTRAL E INHAMUNS,644.5,835,29.6
ALCANTARAS,Alcântaras,LITORAL NORTE,623.5,829.9,33.1
JUCAS,Jucás,CARIRI,911.5,828,-9.2
ARARIPE,Araripe,SERTAO CENTRAL E INHAMUNS,695.4,828,19.1
SAMBAIBA,Granja,LITORAL NORTE,1032.1,826,-20
CONCEICAO,Hidrolândia,IBIAPABA,803.7,823.6,2.5
AC. FORQUILHA,Forquilha,IBIAPABA,362.1,821.6,126.9
BAIXIO,Baixio,CARIRI,851,820,-3.6
PALESTINA,Orós,JAGUARIBANA,707.9,819.5,15.8
PENAFORTE,Penaforte,CARIRI,579,818.2,41.3
IBOREPI,Lavras da Mangabeira,CARIRI,1026,815,-20.6
ABAIARA,Abaiara,CARIRI,925.9,814,-12.1
AC. AYRES DE SOUZA,Sobral,LITORAL NORTE,114.3,813,611.3
IBUACU,Boa Viagem,SERTAO CENTRAL E INHAMUNS,516.2,812,57.3
SERRA BRAVA,Milagres,CARIRI,0,811.7,0
CATUNDA,Catunda,SERTAO CENTRAL E INHAMUNS,682.7,810.7,18.7
ETA SAAE QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,810.6,0
AMONTADA,Amontada,LITORAL NORTE,631.1,810,28.3
SITIO TIMBAUBA MACORE,Russas,JAGUARIBANA,716.3,809.1,13
EMATERCE,Cedro,CARIRI,0,806.1,0
SITIO INHARE,São Benedito,IBIAPABA,0,805.5,0
RIACHO DO ALGODAO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,804.8,0
PINDOGUABA,Tianguá,IBIAPABA,523.2,804,53.7
BREJO SANTO,Brejo Santo,CARIRI,920.7,803.5,-12.7
MISSAO VELHA,Missão Velha,CARIRI,995.7,803,-19.4
TEJUCUOCA,Tejuçuoca,LITORAL DE PECEM,587.3,803,36.7
SITIO SACO,Milagres,CARIRI,0,802.4,0
VARZEA NOVA,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,576.9,799.2,38.5
IBICUITINGA,Ibicuitinga,JAGUARIBANA,705.7,799,13.2
BERRA BODE-ETS,Aquiraz,LITORAL DE FORTALEZA,1166.9,798.1,-31.6
NOVA CONQUISTA,Amontada,LITORAL NORTE,0,797.6,0
BAIXIO DE DONANA,Jucás,CARIRI,708.8,797.2,12.5
ACUDE FARIAS DE SOUSA,Nova Russas,IBIAPABA,0,795.4,0
TABULEIRO DO NORTE,Tabuleiro do Norte,JAGUARIBANA,713.6,795,11.4
MONTE NEBO,Crateús,SERTAO CENTRAL E INHAMUNS,768.8,794,3.3
JERICOACOARA,Jijoca de Jericoacoara,LITORAL NORTE,507,791.7,56.2
ICO,Icó,JAGUARIBANA,767.7,790.1,2.9
BORGES,Jaguaruana,JAGUARIBANA,478.7,789,64.8
BELEM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,613.6,789,28.6
IRAPUA,Crateús,SERTAO CENTRAL E INHAMUNS,446.3,786.4,76.2
MADALENA,Madalena,SERTAO CENTRAL E INHAMUNS,587.4,786,33.8
TAMBORIL,Tamboril,SERTAO CENTRAL E INHAMUNS,652.5,785.4,20.4
RIACHO VERMELHO,Iguatu,SERTAO CENTRAL E INHAMUNS,749.4,785,4.8
GUASSUSSE,Orós,JAGUARIBANA,0,780,0
PADRE VIEIRA,Viçosa do Ceará,IBIAPABA,531.9,779.6,46.6
JAGUARETAMA,Jaguaretama,JAGUARIBANA,875.3,779.5,-10.9
BRUM,Jaguaribe,JAGUARIBANA,0,778.2,0
AC. QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,88.2,778.2,782.3
AROEIRAS,Coreaú,IBIAPABA,603.6,777.5,28.8
UBAUNA,Coreaú,IBIAPABA,598.2,777.3,29.9
BAU,Iguatu,SERTAO CENTRAL E INHAMUNS,825,776.5,-5.9
CARNAUBINHA,Milhã,SERTAO CENTRAL E INHAMUNS,0,776,0
PENTECOSTE,Pentecoste,LITORAL DE PECEM,746.2,775.8,4
BOQUEIRAO DO CESARIO,Beberibe,LITORAL DE FORTALEZA,518.4,775.3,49.6
TRES BODEGAS,Icó,JAGUARIBANA,605,775,28.1
IBIAPABA,Crateús,SERTAO CENTRAL E INHAMUNS,639.9,774.5,21
EMAUS,Novo Oriente,SERTAO CENTRAL E INHAMUNS,450.4,774,71.9
ACUDE TIGRE,Solonópole,SERTAO CENTRAL E INHAMUNS,0,773,0
SAO LUIS DO CURU,São Luís do Curu,LITORAL DE PECEM,812.5,772,-5
ARUARU,Morada Nova,JAGUARIBANA,521.8,771.8,47.9
PARAMBU,Parambu,SERTAO CENTRAL E INHAMUNS,722.3,771.5,6.8
SITIO CANTO,Umari,CARIRI,739.4,771,4.3
LIMOEIRO DO NORTE,Limoeiro do Norte,JAGUARIBANA,741,770.8,4
UMARI,Umari,CARIRI,777,770.6,-0.8
LAGOINHA,Quixeré,JAGUARIBANA,450.9,768,70.3
FLAMENGO,Saboeiro,SERTAO CENTRAL E INHAMUNS,741.9,767,3.4
MONTE ALEGRE,Barro,CARIRI,782.3,766.6,-2
AMANIUTUBA,Lavras da Mangabeira,CARIRI,639.6,765.6,19.7
FAZENDA CORISCO,Tauá,SERTAO CENTRAL E INHAMUNS,0,761,0
PEIXE,Russas,JAGUARIBANA,631.6,757.8,20
SALITRE,Canindé,SERTAO CENTRAL E INHAMUNS,385.5,755.3,95.9
ACUDE TRAPIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,734.8,752.2,2.4
PARAMOTI,Paramoti,LITORAL DE PECEM,688.6,751.2,9.1
RINARÉ,Banabuiú,JAGUARIBANA,354.8,750,111.4
CRUZ,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,435.4,749,72
ELEVATORIO - COGERH,Itaiçaba,JAGUARIBANA,778.7,748.3,-3.9
BOA VISTA,Mombaça,SERTAO CENTRAL E INHAMUNS,523.6,746.8,42.6
PAUS BRANCOS,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,746,0
BARRA DE SITIA,Banabuiú,JAGUARIBANA,633.6,745.9,17.7
SINHA SABOIA,Sobral,LITORAL NORTE,758.2,743.7,-1.9
CAJAZERINHA,Umari,CARIRI,0,743.1,0
QUIXOA,Iguatu,SERTAO CENTRAL E INHAMUNS,782.3,742.1,-5.1
CARIDADE,Caridade,SERTAO CENTRAL E INHAMUNS,590.5,741,25.5
NOVO ORIENTE,Novo Oriente,SERTAO CENTRAL E INHAMUNS,718.5,736.5,2.5
SOLONOPOLE,Solonópole,SERTAO CENTRAL E INHAMUNS,753.1,736.4,-2.2
PALMATORIA,Itapiúna,MACICO DE BATURITE,728,735.2,1
ASSENTAMENTO MANDACARU,Irauçuba,LITORAL DE PECEM,0,731.4,0
