Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
RIACHO VERDE,Várzea Alegre,CARIRI,856.2,789,-7.9
PACATUBA,Pacatuba,LITORAL DE FORTALEZA,1168.5,785,-32.8
QUIXELO,Quixelô,SERTAO CENTRAL E INHAMUNS,755.7,784,3.8
BARBALHA,Barbalha,CARIRI,1055,783.5,-25.7
CRUZ,Cruz,LITORAL NORTE,869.7,781.4,-10.2
ITAPAJE,Itapajé,LITORAL DE PECEM,856.4,774.2,-9.6
JAMACARU,Missão Velha,CARIRI,1037.5,771.8,-25.6
PARIPUEIRA,Beberibe,LITORAL DE FORTALEZA,674.8,770.6,14.2
ITAPEBUSSU,Maranguape,LITORAL DE FORTALEZA,666,770.3,15.7
TANQUES,Maranguape,LITORAL DE FORTALEZA,896.7,769,-14.2
IPAUMIRIM,Ipaumirim,CARIRI,908.4,767.3,-15.5
URUOCA,Uruoca,LITORAL NORTE,885.8,760.5,-14.1
GUASSUSSE,Orós,JAGUARIBANA,0,759.3,0
PRATA,Bela Cruz,LITORAL NORTE,944.4,754.6,-20.1
SINHA SABOIA,Sobral,LITORAL NORTE,758.2,754.5,-0.5
MANGABEIRA,Lavras da Mangabeira,CARIRI,791.2,754.3,-4.7
BREJINHO,Barro,CARIRI,839.1,745.8,-11.1
PIRES FERREIRA,Pires Ferreira,IBIAPABA,814.6,738.4,-9.4
LAVRAS DA MANGABEIRA,Lavras da Mangabeira,CARIRI,896.2,738.1,-17.6
ICO,Icó,JAGUARIBANA,767.7,735.3,-4.2
SALAO,Senador Sá,LITORAL NORTE,881.6,733.4,-16.8
MILAGRES,Milagres,CARIRI,906.3,733.2,-19.1
CRATO,Crato,CARIRI,1121.6,732.7,-34.7
QUITAIUS,Lavras da Mangabeira,CARIRI,941.3,731.8,-22.3
PANACUI,Marco,LITORAL NORTE,742.2,725.9,-2.2
IPUEIRAS,Ipueiras,IBIAPABA,933.1,724.1,-22.4
SAO GONCALO DO AMARANTE,São Gonçalo do Amarante,LITORAL DE PECEM,970,724,-25.4
PEREIRO,Pereiro,JAGUARIBANA,979.8,721.4,-26.4
MASSAPE,Massapê,LITORAL NORTE,949.7,719.7,-24.2
MARCO,Marco,LITORAL NORTE,863.1,707.5,-18
CARIRE,Cariré,IBIAPABA,868.1,707,-18.6
PORTEIRAS,Porteiras,CARIRI,816.6,706,-13.5
RERIUTABA,Reriutaba,IBIAPABA,884.8,703.2,-20.5
HORIZONTE,Horizonte,LITORAL DE FORTALEZA,961.4,703.2,-26.9
BAIXIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,433.3,696,60.6
CARVOEIRO,Itarema,LITORAL NORTE,748.5,690,-7.8
FRECHEIRINHA,Frecheirinha,IBIAPABA,871.3,685,-21.4
QUITERIANOPOLIS,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,699.1,685,-2
MORAUJO,Moraújo,LITORAL NORTE,1041.2,681,-34.6
IBOREPI,Lavras da Mangabeira,CARIRI,1026,674,-34.3
MUCAMBO,Mucambo,IBIAPABA,1005.9,674,-33
MONTE NEBO,Crateús,SERTAO CENTRAL E INHAMUNS,768.8,673.8,-12.4
GUANACES,Cascavel,LITORAL DE FORTALEZA,927.1,672,-27.5
SITIO CANTO,Umari,CARIRI,739.4,671.8,-9.1
ARARENDA,Ararendá,IBIAPABA,637.5,671.8,5.4
VARZEA DA CONCEICAO,Cedro,CARIRI,833,671,-19.5
IPU,Ipu,IBIAPABA,1002,670.2,-33.1
GROAIRAS,Groaíras,IBIAPABA,777.6,666.8,-14.3
SOLONOPOLE,Solonópole,SERTAO CENTRAL E INHAMUNS,753.1,661.1,-12.2
BATURITE,Baturité,MACICO DE BATURITE,1053.4,658.8,-37.5
MILHA,Milhã,SERTAO CENTRAL E INHAMUNS,725.8,658,-9.3
APUIARES,Apuiarés,LITORAL DE PECEM,794,655.1,-17.5
PACUJA,Pacujá,IBIAPABA,974.8,653.3,-33
SAO LUIS DO CURU,São Luís do Curu,LITORAL DE PECEM,812.5,650,-20
ARACOIABA,Aracoiaba,MACICO DE BATURITE,924.3,648.7,-29.8
LISIEUX,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,648.5,0
LIMA CAMPOS,Icó,JAGUARIBANA,182.5,643.7,252.7
CASCUDO,Icó,JAGUARIBANA,681.6,640,-6.1
ARNEIROZ,Arneiroz,SERTAO CENTRAL E INHAMUNS,631.7,638.1,1
JUAZEIRO DO NORTE,Juazeiro do Norte,CARIRI,971.6,638,-34.3
EMA,Iracema,JAGUARIBANA,646.5,638,-1.3
IPAPORANGA,Ipaporanga,IBIAPABA,678.9,637.4,-6.1
OCARA,Ocara,MACICO DE BATURITE,656.7,636.9,-3
AMANIUTUBA,Lavras da Mangabeira,CARIRI,639.6,636.5,-0.5
ERERE,Ererê,JAGUARIBANA,808.8,632,-21.9
BASTIOES,Iracema,JAGUARIBANA,1025.6,631.3,-38.5
UBAUNA,Coreaú,IBIAPABA,598.2,628.8,5.1
SANTANA DO ACARAU,Santana do Acaraú,LITORAL NORTE,831.1,628.7,-24.4
AEROPORTO(CRATEUS),Crateús,SERTAO CENTRAL E INHAMUNS,559.5,623.9,11.5
HIDROLANDIA,Hidrolândia,IBIAPABA,815.8,618,-24.2
TIAIA DE BAIXO,Granja,LITORAL NORTE,879.2,618,-29.7
SERROTA,Senador Sá,LITORAL NORTE,676.9,617,-8.9
SITIO SAO PEDRO,Ipaumirim,CARIRI,0,614.5,0
QUIXOA,Iguatu,SERTAO CENTRAL E INHAMUNS,782.3,614.3,-21.5
ESPERANCA,Canindé,SERTAO CENTRAL E INHAMUNS,628.8,611.4,-2.8
AC. FORQUILHA,Forquilha,IBIAPABA,362.1,611.2,68.8
BEBERIBE,Beberibe,LITORAL DE FORTALEZA,1205.4,607.8,-49.6
CRATEUS,Crateús,SERTAO CENTRAL E INHAMUNS,704.1,607,-13.8
CUNCAS,Barro,CARIRI,439.4,606.7,38.1
PATRIARCA,Sobral,LITORAL NORTE,681.9,606.3,-11.1
BAU,Iguatu,SERTAO CENTRAL E INHAMUNS,825,606.1,-26.5
SANTA QUITERIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,754.7,605.7,-19.8
SITIO TIPI,Aurora,CARIRI,676.2,605.3,-10.5
MONTE ALEGRE,Barro,CARIRI,782.3,603.7,-22.8
MORRINHOS,Morrinhos,LITORAL NORTE,842.2,603,-28.4
AURORA,Aurora,CARIRI,933.2,602.5,-35.4
FLORES,Ipu,IBIAPABA,690.5,599.5,-13.2
BARRO,Barro,CARIRI,823.1,599.4,-27.2
ENGENHO VELHO,Barro,CARIRI,686.9,599.4,-12.7
MORRINHOS NOVOS,Guaraciaba do Norte,IBIAPABA,541.1,598.6,10.6
GENERAL SAMPAIO,General Sampaio,LITORAL DE PECEM,815.9,598,-26.7
AMANAIARA,Reriutaba,IBIAPABA,778.2,597,-23.3
TRAPIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,686.4,596.8,-13.1
CEDRO,Cedro,CARIRI,920.6,595,-35.4
CANAUNA,Ipaumirim,CARIRI,847.9,594,-30
ICOZINHO,Icó,JAGUARIBANA,498.4,593,19
CAJAZERINHA,Umari,CARIRI,0,592,0
BETANIA,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,581.2,592,1.9
FAZENDA MALAQUIAS,Tejuçuoca,LITORAL DE PECEM,517.6,588,13.6
CAIOCA,Sobral,LITORAL NORTE,651.8,587.9,-9.8
BOA VISTA,Mombaça,SERTAO CENTRAL E INHAMUNS,523.6,587.3,12.2
CARIRIACU,Caririaçu,CARIRI,1048.9,587,-44
JAGUARIBARA,Jaguaribara,JAGUARIBANA,723.8,586.1,-19
MOMBACA,Mombaça,SERTAO CENTRAL E INHAMUNS,766.1,586,-23.5
RIACHO DO ALGODAO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,585.7,0
NOVO ASSIS,Parambu,SERTAO CENTRAL E INHAMUNS,417.7,585,40.1
OLIVEIRA,Tamboril,SERTAO CENTRAL E INHAMUNS,542.9,583,7.4
SAO MONTE ALEGRE,Tamboril,SERTAO CENTRAL E INHAMUNS,554.5,582.8,5.1
CAPIM 1,Groaíras,IBIAPABA,0,582.5,0
MIRAIMA,Miraíma,LITORAL NORTE,678.3,582.2,-14.2
AC. ARARAS,Varjota,IBIAPABA,376.2,581.9,54.7
ARROJADO,Lavras da Mangabeira,CARIRI,336.5,580.8,72.6
FAZENDA BOM PASTOR,Coreaú,IBIAPABA,0,579,0
CRUZ,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,435.4,579,33
PEIXE,Russas,JAGUARIBANA,631.6,578.6,-8.4
UMARI,Umari,CARIRI,777,578.2,-25.6
NOVO ORIENTE,Novo Oriente,SERTAO CENTRAL E INHAMUNS,718.5,577,-19.7
LAGOA FUNDA,Beberibe,LITORAL DE FORTALEZA,1003.6,576,-42.6
ACARAPE,Acarape,MACICO DE BATURITE,999.5,573,-42.7
SOBRAL,Sobral,LITORAL NORTE,893.7,571.5,-36.1
AC. SOBRAL,Sobral,LITORAL NORTE,11.7,571.5,4798.6
GAMELEIRO DE S. SEBASTIAO,Missão Velha,CARIRI,880,570.4,-35.2
BIXOPA,Limoeiro do Norte,JAGUARIBANA,621.9,570.4,-8.3
PORANGA,Poranga,IBIAPABA,582.4,568,-2.5
SAO BERNARDO,Canindé,SERTAO CENTRAL E INHAMUNS,0,567.9,0
RINARÉ,Banabuiú,JAGUARIBANA,354.8,567,59.8
AC. GENERAL SAMPAIO,General Sampaio,LITORAL DE PECEM,256.2,565.4,120.7
SITIO TIMBAUBA MACORE,Russas,JAGUARIBANA,716.3,565.3,-21.1
SITIO ITAPORANGA,Saboeiro,SERTAO CENTRAL E INHAMUNS,0,564.3,0
BAIXA FRIA,Canindé,SERTAO CENTRAL E INHAMUNS,0,564,0
RIACHO VERMELHO,Iguatu,SERTAO CENTRAL E INHAMUNS,749.4,564,-24.7
IRACEMA,Iracema,JAGUARIBANA,809.5,563,-30.5
OROS,Orós,JAGUARIBANA,808.4,562.2,-30.5
TOME VIEIRA,Ererê,JAGUARIBANA,864.6,562,-35
MULUNGU,Mulungu,MACICO DE BATURITE,1124.1,561,-50.1
SITIOS NOVOS,Caucaia,LITORAL DE FORTALEZA,551.4,555,0.7
TUCUNDUBA,Caucaia,LITORAL DE FORTALEZA,1061.4,554.8,-47.7
FORQUILHA,Forquilha,IBIAPABA,725.6,552.9,-23.8
FURNAS,Aracoiaba,MACICO DE BATURITE,978.7,550.5,-43.8
SEBASTIAO DE ABREU,Pentecoste,LITORAL DE PECEM,626.1,550,-12.2
JAGUARETAMA,Jaguaretama,JAGUARIBANA,875.3,548.4,-37.3
SAO JOAO DO TRISSI,Tauá,SERTAO CENTRAL E INHAMUNS,471.4,548,16.2
IBIAPABA,Crateús,SERTAO CENTRAL E INHAMUNS,639.9,546.5,-14.6
ACUDE TIGRE,Solonópole,SERTAO CENTRAL E INHAMUNS,0,544,0
SENADOR POMPEU,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,754.5,543.5,-28
INGAZEIRA,Aurora,CARIRI,821.6,541.4,-34.1
IBICUA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,726.7,539,-25.8
VILA SAO GONCALO-MARROCOS,Juazeiro do Norte,CARIRI,657.7,537.5,-18.3
COREAU,Coreaú,IBIAPABA,1053.3,535.8,-49.1
RADAR QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,535.7,0
ALTO SANTO,Alto Santo,JAGUARIBANA,733.3,530.1,-27.7
TUCUNS,Crateús,SERTAO CENTRAL E INHAMUNS,644.5,525,-18.6
BELA CRUZ,Bela Cruz,LITORAL NORTE,841.9,523,-37.9
FARIAS BRITO,Farias Brito,CARIRI,996.4,521.8,-47.6
AC. OROS,Orós,JAGUARIBANA,359.8,520.6,44.7
ARACATIACU,Sobral,LITORAL NORTE,487.1,519,6.6
SITIO URUBU,Coreaú,IBIAPABA,839,517.5,-38.3
CAIXA,Acopiara,SERTAO CENTRAL E INHAMUNS,722.3,517,-28.4
CAMILOS,Meruoca,LITORAL NORTE,970.8,516.2,-46.8
FAZENDA MUTAMBA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,561.2,515,-8.2
CAPIM GROSSO,Russas,JAGUARIBANA,692.6,513,-25.9
CAPISTRANO,Capistrano,MACICO DE BATURITE,835.5,513,-38.6
CHORO,Choró,SERTAO CENTRAL E INHAMUNS,730.5,512.6,-29.8
MARRUAS,Tauá,SERTAO CENTRAL E INHAMUNS,252.2,512.4,103.2
SAO JOSE DO TORTO,Sobral,LITORAL NORTE,608.4,509.9,-16.2
PENTECOSTE,Pentecoste,LITORAL DE PECEM,746.2,508.8,-31.8
ACOPIARA,Acopiara,SERTAO CENTRAL E INHAMUNS,744,508.5,-31.7
PENAFORTE,Penaforte,CARIRI,579,505.7,-12.7
MINEIROLANDIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,744.9,505,-32.2
ALTANEIRA,Altaneira,CARIRI,821.3,503.8,-38.7
CASA DE PEDRA,Pentecoste,LITORAL DE PECEM,760.7,503.5,-33.8
TAUA,Tauá,SERTAO CENTRAL E INHAMUNS,547,500.7,-8.5
APRAZIVEL,Sobral,LITORAL NORTE,531.5,498.6,-6.2
POTENGI,Potengi,SERTAO CENTRAL E INHAMUNS,682.9,496,-27.4
UMIRIM,Umirim,LITORAL DE PECEM,830.9,492.9,-40.7
SITIO FAVEIRA,São Benedito,IBIAPABA,675.3,491.8,-27.2
MONSENHOR TABOSA,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,669.6,490.4,-26.8
IFCE QUIXADA,Quixadá,SERTAO CENTRAL E INHAMUNS,0,489.7,0
SAO JOSE DO FAMA,Iracema,JAGUARIBANA,647.7,489,-24.5
SANTA TEREZINHA,Crateús,SERTAO CENTRAL E INHAMUNS,446.8,489,9.4
PIQUET CARNEIRO,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,730.9,488,-33.2
EIXAO 2,Morada Nova,JAGUARIBANA,0,487,0
SAO SEBASTIAO,Cariús,CARIRI,516.3,486.8,-5.7
CHOROZINHO,Chorozinho,LITORAL DE FORTALEZA,833.7,485,-41.8
PACAJUS,Pacajus,LITORAL DE FORTALEZA,918.4,484.1,-47.3
ARATAMA,Assaré,SERTAO CENTRAL E INHAMUNS,658.1,483,-26.6
SANTA TEREZA,Tauá,SERTAO CENTRAL E INHAMUNS,516.6,483,-6.5
AC. PEREIRA DE MIRANDA,Pentecoste,LITORAL DE PECEM,232,482.6,108
TRES BODEGAS,Icó,JAGUARIBANA,605,482.1,-20.3
ACUDE SANTA MARIA,Ererê,JAGUARIBANA,0,482,0
SITIO VAMBIRA,Viçosa do Ceará,IBIAPABA,834.7,481.8,-42.3
CATUNDA,Catunda,SERTAO CENTRAL E INHAMUNS,682.7,481.2,-29.5
LAGOA DA SERRA,Morada Nova,JAGUARIBANA,764.8,478.7,-37.4
SITIO MACAPA,Jati,CARIRI,0,473.8,0
BRUM,Jaguaribe,JAGUARIBANA,0,472.3,0
POCO DO PAU,Brejo Santo,CARIRI,667.9,472,-29.3
TEJUCUOCA,Tejuçuoca,LITORAL DE PECEM,587.3,471,-19.8
JUREMA,General Sampaio,LITORAL DE PECEM,356,470.8,32.3
AMONTADA,Amontada,LITORAL NORTE,631.1,467.9,-25.9
MONTEIRO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,611.4,466,-23.8
NOVA FLORESTA,Jaguaribe,JAGUARIBANA,597.1,465.6,-22
CUSTODIO,Quixadá,SERTAO CENTRAL E INHAMUNS,576.1,464.6,-19.4
ITAIPABA,Pacajus,LITORAL DE FORTALEZA,872.2,464,-46.8
DOM MAURICIO,Quixadá,SERTAO CENTRAL E INHAMUNS,0,463.4,0
JUA,Irauçuba,LITORAL DE PECEM,463.7,460.6,-0.7
JARDIM,Jardim,CARIRI,726.5,455,-37.4
SERRA DA GUIA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,520.3,455,-12.6
ALCANTARAS,Alcântaras,LITORAL NORTE,623.5,454,-27.2
SALITRE,Salitre,SERTAO CENTRAL E INHAMUNS,509.4,454,-10.9
LOGRADOURO,Alto Santo,JAGUARIBANA,595.6,453,-23.9
UIRAPONGA,Morada Nova,JAGUARIBANA,622.3,451.8,-27.4
TAMBORIL,Tamboril,SERTAO CENTRAL E INHAMUNS,652.5,449.6,-31.1
CEDRO,Aiuaba,SERTAO CENTRAL E INHAMUNS,435.8,448.5,2.9
SANTA CRUZ,Amontada,LITORAL NORTE,0,447.3,0
MANITUBA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,588.9,447,-24.1
CANAFISTULA,Iracema,JAGUARIBANA,0,443.8,0
CANINDEZINHO,Potiretama,JAGUARIBANA,679.3,443,-34.8
JAGUARIBE,Jaguaribe,JAGUARIBANA,727.1,441.8,-39.2
AC. VARZEA DO BOI,Tauá,SERTAO CENTRAL E INHAMUNS,361.7,440.2,21.7
JATI,Jati,CARIRI,722.3,440,-39.1
ITAPIUNA,Itapiúna,MACICO DE BATURITE,747.3,440,-41.1
IBARETAMA,Ibaretama,SERTAO CENTRAL E INHAMUNS,728.4,439,-39.7
RAFAEL ARRUDA,Sobral,LITORAL NORTE,621.2,437.2,-29.6
SUCESSO,Tamboril,SERTAO CENTRAL E INHAMUNS,631.1,436,-30.9
DESEJO,Independência,SERTAO CENTRAL E INHAMUNS,640.6,435.2,-32.1
BANABUIU,Banabuiú,JAGUARIBANA,673.8,434.3,-35.6
FAZENDA COQUE,Jaguaretama,JAGUARIBANA,733.4,434.1,-40.8
PARAMOTI,Paramoti,LITORAL DE PECEM,688.6,433.4,-37.1
MAURITI,Mauriti,CARIRI,755.7,432.7,-42.7
TURURU,Tururu,LITORAL DE PECEM,866.8,429,-50.5
BREJINHO,Araripe,SERTAO CENTRAL E INHAMUNS,631.2,429,-32
TABULEIRO DO NORTE,Tabuleiro do Norte,JAGUARIBANA,713.6,428.9,-39.9
RUSSAS,Russas,JAGUARIBANA,731.8,427.6,-41.6
SITIO MALHADA,Limoeiro do Norte,JAGUARIBANA,751.3,426.6,-43.2
TARRAFAS,Tarrafas,SERTAO CENTRAL E INHAMUNS,673.1,426,-36.7
AC. CEDRO,Quixadá,SERTAO CENTRAL E INHAMUNS,282.8,424.3,50.1
ALGODOES,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,410.9,421,2.5
CARIUTABA,Farias Brito,CARIRI,774.9,417.7,-46.1
URUBURETAMA,Uruburetama,LITORAL DE PECEM,1049,417.7,-60.2
AIUABA,Aiuaba,SERTAO CENTRAL E INHAMUNS,572.7,416.4,-27.3
AROEIRAS,Coreaú,IBIAPABA,603.6,416,-31.1
COMUNIDADE LEMOS,Pentecoste,LITORAL DE PECEM,669.3,415,-38
BREJO SANTO,Brejo Santo,CARIRI,920.7,414.8,-55
COMUNIDADE GROSSAS,Pereiro,JAGUARIBANA,896.6,414.1,-53.8
FAZENDA NOVA,Aiuaba,SERTAO CENTRAL E INHAMUNS,488.2,413.4,-15.3
SAO MIGUEL,Mauriti,CARIRI,730.6,413,-43.5
CRISTAIS,Cascavel,LITORAL DE FORTALEZA,721.8,408.3,-43.4
QUIXADA,Quixadá,SERTAO CENTRAL E INHAMUNS,706.4,405.8,-42.6
SERROTE BRANCO,Jaguaretama,JAGUARIBANA,678.5,403.6,-40.5
FAZENDA IEMEM,Mombaça,SERTAO CENTRAL E INHAMUNS,0,403.2,0
ENCANTADO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,564.6,402.9,-28.6
PARAMBU,Parambu,SERTAO CENTRAL E INHAMUNS,722.3,400.5,-44.6
CACHOEIRA DE FORA,Arneiroz,SERTAO CENTRAL E INHAMUNS,438.2,398.8,-9
CURATIS,Tamboril,SERTAO CENTRAL E INHAMUNS,474.2,398,-16.1
FORTIM,Fortim,JAGUARIBANA,887.8,397,-55.3
AC. QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,88.2,396.4,349.4
IAPI,Independência,SERTAO CENTRAL E INHAMUNS,400.6,396,-1.2
SANTANA DO CARIRI,Santana do Cariri,CARIRI,898.8,395.3,-56
ASSENTAMENTO NOVO CANAA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,395.1,0
SANTA FE,Crato,CARIRI,238.3,395,65.7
QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,706.2,394.6,-44.1
SANTA TEREZA,Croatá,IBIAPABA,567.3,392.2,-30.9
ANGICO,Cariús,CARIRI,767.3,392,-48.9
CARIUS,Cariús,CARIRI,805.4,388,-51.8
CARNAUBAL,Carnaubal,IBIAPABA,638.1,388,-39.2
INHUPORANGA,Caridade,SERTAO CENTRAL E INHAMUNS,331.8,386,16.3
SAO JOAO DO JAGUARIBE,São João do Jaguaribe,JAGUARIBANA,705.7,383.1,-45.7
FAZENDA CORISCO,Tauá,SERTAO CENTRAL E INHAMUNS,0,383,0
JUCAS,Jucás,CARIRI,911.5,381,-58.2
FAZENDA LACRAIA,Morada Nova,JAGUARIBANA,706.7,380.7,-46.1
INDEPENDENCIA,Independência,SERTAO CENTRAL E INHAMUNS,579.4,378,-34.8
STA. RITA DOS GALDINOS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,508.1,378,-25.6
PALHANO,Palhano,JAGUARIBANA,718.3,377.6,-47.4
VARZEA NOVA,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,576.9,376.6,-34.7
CARIDADE,Caridade,SERTAO CENTRAL E INHAMUNS,590.5,375.4,-36.4
FAZ.BELO HORIZONTE,Tauá,SERTAO CENTRAL E INHAMUNS,0,375.3,0
BARAO DE AQUIRAZ,Campos Sales,SERTAO CENTRAL E INHAMUNS,443.7,374.7,-15.6
BOA VIAGEM,Boa Viagem,SERTAO CENTRAL E INHAMUNS,661.4,370.2,-44
BOA VISTA,Várzea Alegre,CARIRI,713.7,370,-48.2
DEP. IRAPUAN PINHEIRO,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,790.5,370,-53.2
POTIRETAMA,Potiretama,JAGUARIBANA,651.5,369.2,-43.3
PEIXE GORDO,Icapuí,JAGUARIBANA,717.4,368.7,-48.6
SITIO CATOLÉ DA PISTA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,367.7,0
ESTACAO ECOLOGICA,Aiuaba,SERTAO CENTRAL E INHAMUNS,481.8,367.6,-23.7
ASSARE,Assaré,SERTAO CENTRAL E INHAMUNS,688.2,362.9,-47.3
AC. PEDRAS BRANCAS,Quixadá,SERTAO CENTRAL E INHAMUNS,274.5,362.9,32.2
QUIXERE,Quixeré,JAGUARIBANA,671.5,359.8,-46.4
NOVA OLINDA,Nova Olinda,CARIRI,885.3,359,-59.5
CARACARA,Sobral,LITORAL NORTE,459.7,359,-21.9
FAZENDA NITEROI,Ibaretama,SERTAO CENTRAL E INHAMUNS,845.4,357,-57.8
IRAUCUBA,Irauçuba,LITORAL DE PECEM,456.7,356.6,-21.9
BAIXIO DE DONANA,Jucás,CARIRI,708.8,356.2,-49.8
LIMOEIRO DO NORTE,Limoeiro do Norte,JAGUARIBANA,741,354,-52.2
JAGUARUANA,Jaguaruana,JAGUARIBANA,703.2,351.8,-50
SACO DO BELEM,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,236.5,350.5,48.2
CRIOULAS,Pereiro,JAGUARIBANA,609,349,-42.7
SAO MIGUEL,Quixeramobim,SERTAO CENTRAL E INHAMUNS,621.8,347,-44.2
PARAISO,Catunda,SERTAO CENTRAL E INHAMUNS,516.3,346,-33
CAICARA,Tauá,SERTAO CENTRAL E INHAMUNS,326.5,345.4,5.8
BONFIM,Sobral,LITORAL NORTE,697.2,343.6,-50.7
VILA SANTO ANTONIO,Crateús,SERTAO CENTRAL E INHAMUNS,582.8,339,-41.8
ITAICABA,Itaiçaba,JAGUARIBANA,661.5,338.5,-48.8
BOQUEIRAO,Sobral,LITORAL NORTE,798.9,336.3,-57.9
RETIRO GRANDE,Icapuí,JAGUARIBANA,829.4,334.4,-59.7
ARACATI,Aracati,JAGUARIBANA,904.5,331.6,-63.3
ANTONINA DO NORTE,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,633.2,328.4,-48.1
BOM NOME,Aiuaba,SERTAO CENTRAL E INHAMUNS,546.5,327.6,-40.1
FAZ.REALEZA,Independência,SERTAO CENTRAL E INHAMUNS,0,325.4,0
ICAPUI,Icapuí,JAGUARIBANA,942.3,321,-65.9
CANABRAVA-COCOGI,Parambu,SERTAO CENTRAL E INHAMUNS,575.4,321,-44.2
JORDAO,Sobral,LITORAL NORTE,940,317.5,-66.2
CROATA,Croatá,IBIAPABA,526.3,316.8,-39.8
JANDRANGOEIRA,Independência,SERTAO CENTRAL E INHAMUNS,340.6,316,-7.2
ASSENTAMENTO MANDACARU,Irauçuba,LITORAL DE PECEM,0,315.9,0
BOA AGUA,Morada Nova,JAGUARIBANA,754.8,315.2,-58.2
